gpu_us,wall_us
596.992004,780.648438
598.016052,782.441406
598.016052,783.031250
599.039978,785.105469
599.039978,783.035156
600.063965,784.093750
598.016052,783.015625
599.039978,784.464844
596.992004,780.300781
599.039978,782.371094
599.039978,783.363281
599.039978,782.714844
598.016052,782.761719
600.063965,783.394531
599.039978,783.664062
599.039978,782.855469
598.016052,782.554688
598.016052,783.375000
600.063965,785.406250
599.039978,782.953125
599.039978,781.550781
599.039978,783.937500
598.016052,785.406250
599.039978,782.492188
600.063965,782.652344
599.071960,782.445312
599.039978,783.824219
599.039978,785.605469
600.063965,785.175781
598.016052,781.062500
598.016052,783.414062
599.039978,781.421875
599.039978,786.136719
599.039978,782.191406
600.063965,784.406250
599.039978,782.375000
599.039978,783.523438
599.039978,784.246094
598.016052,782.675781
599.039978,782.050781
598.016052,780.089844
598.016052,782.089844
598.016052,784.765625
599.039978,782.011719
599.039978,781.750000
599.039978,782.351562
598.016052,786.738281
599.039978,783.445312
599.039978,781.527344
599.039978,782.835938
600.063965,783.625000
599.039978,782.824219
599.039978,785.003906
598.016052,781.253906
599.039978,783.593750
596.992004,780.941406
599.039978,783.691406
598.016052,781.984375
599.039978,783.195312
599.039978,782.683594
599.039978,782.773438
598.016052,782.472656
596.992004,782.308594
598.112000,781.960938
598.016052,780.851562
598.016052,783.812500
599.039978,784.667969
599.039978,783.441406
599.039978,782.894531
600.063965,783.382812
598.016052,782.851562
599.039978,785.269531
598.016052,782.472656
598.016052,783.011719
598.016052,783.214844
599.039978,783.773438
599.039978,782.550781
599.039978,771.035156
599.039978,783.691406
598.016052,781.832031
599.039978,786.199219
598.016052,781.671875
599.039978,783.394531
599.039978,780.949219
599.039978,782.179688
599.039978,784.296875
598.016052,783.441406
599.039978,782.460938
599.039978,781.441406
600.063965,782.996094
599.039978,785.917969
598.016052,780.726562
598.016052,781.472656
598.016052,782.324219
599.039978,786.976562
600.063965,783.195312
598.079956,781.148438
599.039978,781.902344
598.016052,783.984375
599.039978,784.867188
599.039978,782.753906
599.104004,783.273438
598.016052,783.125000
599.039978,782.765625
599.039978,785.996094
598.016052,782.503906
598.016052,783.613281
600.063965,783.554688
598.016052,782.492188
599.039978,782.703125
598.016052,780.539062
598.016052,781.562500
599.039978,783.445312
598.016052,784.574219
599.039978,783.714844
599.039978,781.480469
598.016052,781.828125
598.016052,781.800781
599.039978,784.707031
598.176025,785.636719
599.039978,781.671875
599.039978,782.882812
599.039978,783.734375
598.016052,785.226562
600.063965,783.433594
599.039978,781.812500
599.039978,784.484375
596.992004,781.242188
598.016052,784.273438
598.016052,782.460938
598.016052,782.562500
596.992004,781.378906
600.063965,783.011719
599.039978,785.781250
599.039978,784.027344
599.071960,782.234375
598.016052,781.648438
600.063965,783.945312
598.016052,784.195312
598.016052,782.050781
598.016052,781.308594
596.992004,779.539062
599.039978,783.121094
599.039978,782.960938
598.016052,781.320312
599.039978,782.218750
599.039978,783.906250
599.039978,782.199219
598.016052,785.074219
599.039978,781.558594
599.071960,784.558594
600.063965,783.906250
598.016052,781.070312
599.039978,783.906250
598.016052,783.394531
599.039978,781.578125
600.063965,783.105469
601.088013,783.734375
599.039978,786.277344
598.016052,782.253906
599.039978,781.500000
598.016052,782.621094
599.039978,785.226562
599.039978,782.230469
598.016052,781.390625
599.039978,782.785156
599.039978,783.437500
599.039978,783.855469
602.112000,785.523438
598.016052,781.878906
599.039978,784.035156
600.063965,782.972656
599.039978,783.683594
599.039978,781.781250
598.016052,781.859375
598.016052,781.179688
598.016052,782.074219
597.087952,781.878906
598.016052,783.144531
599.039978,781.882812
596.992004,780.558594
598.016052,781.968750
601.088013,788.941406
598.176025,781.250000
599.039978,782.324219
599.039978,781.460938
599.039978,785.726562
598.016052,783.226562
599.039978,781.910156
598.016052,782.023438
599.039978,783.593750
599.039978,784.015625
598.016052,781.328125
598.016052,781.171875
599.039978,782.992188
599.039978,783.234375
600.063965,783.992188
599.039978,782.472656
597.024048,782.113281
597.087952,780.843750
596.992004,780.429688
599.039978,782.371094
598.016052,784.554688
599.039978,783.093750
599.039978,781.652344
598.016052,782.191406
600.063965,785.234375
599.104004,783.632812
598.016052,780.847656
596.992004,781.121094
598.016052,783.683594
599.039978,783.421875
598.016052,780.468750
599.039978,782.292969
598.016052,782.730469
599.039978,782.500000
598.016052,781.589844
598.016052,781.191406
599.039978,784.738281
599.039978,781.121094
600.063965,783.011719
599.039978,781.460938
598.016052,785.917969
599.071960,782.675781
599.200012,782.664062
599.039978,782.632812
598.016052,783.105469
600.063965,784.507812
598.016052,781.253906
599.039978,782.222656
599.039978,783.214844
598.016052,785.414062
598.016052,781.910156
599.039978,782.761719
599.039978,783.503906
599.039978,782.531250
600.063965,785.398438
599.039978,782.082031
600.063965,784.578125
599.039978,781.472656
600.063965,782.921875
598.047974,785.277344
599.039978,783.515625
596.992004,781.871094
598.016052,781.652344
599.039978,782.839844
599.039978,785.539062
599.039978,782.441406
599.039978,782.402344
600.063965,783.214844
598.016052,786.769531
599.039978,781.949219
598.016052,781.078125
598.016052,782.121094
599.039978,784.054688
599.039978,784.167969
599.039978,783.503906
600.063965,782.183594
598.016052,781.921875
599.039978,782.281250
600.063965,785.328125
599.039978,783.515625
598.016052,784.308594
599.039978,767.046875
599.039978,782.753906
599.039978,781.121094
598.016052,788.140625
598.016052,781.863281
598.016052,781.214844
598.112000,781.703125
598.016052,782.710938
600.063965,786.410156
599.039978,784.027344
598.016052,781.558594
600.063965,784.972656
598.016052,782.710938
599.039978,781.421875
598.016052,782.511719
598.016052,782.632812
599.039978,782.441406
599.039978,782.574219
599.039978,781.710938
599.039978,786.609375
600.063965,783.636719
598.016052,781.171875
599.039978,782.691406
600.063965,785.457031
599.039978,782.472656
598.016052,782.019531
598.016052,781.691406
598.143982,783.074219
600.063965,783.664062
599.039978,782.562500
599.039978,783.425781
598.016052,783.265625
599.039978,782.015625
598.016052,781.277344
598.016052,781.011719
598.016052,783.574219
598.112000,782.093750
599.039978,781.101562
600.063965,783.082031
599.039978,785.609375
598.016052,783.632812
599.039978,783.703125
600.063965,783.191406
599.039978,783.796875
600.063965,782.652344
599.039978,782.203125
599.039978,784.765625
599.039978,784.476562
598.016052,779.699219
599.039978,783.207031
598.016052,782.359375
598.016052,784.226562
599.039978,782.792969
599.039978,782.601562
598.143982,782.289062
599.039978,783.082031
599.039978,783.996094
598.016052,782.378906
598.016052,780.371094
599.039978,783.406250
598.016052,781.742188
598.016052,782.359375
599.039978,783.472656
599.039978,782.914062
598.016052,781.058594
598.016052,781.343750
599.039978,781.921875
599.039978,784.195312
599.039978,782.542969
596.992004,780.671875
598.016052,782.734375
599.039978,783.843750
600.063965,786.898438
598.016052,780.832031
596.992004,779.968750
601.088013,785.636719
598.016052,783.867188
599.039978,782.824219
598.016052,781.210938
598.016052,782.031250
598.112000,782.101562
599.039978,782.652344
599.039978,782.914062
598.016052,782.863281
598.016052,781.820312
598.016052,780.160156
598.016052,782.394531
598.016052,785.296875
598.016052,782.339844
598.016052,781.671875
599.039978,782.281250
598.016052,783.605469
599.039978,784.375000
598.016052,783.335938
600.063965,783.792969
599.039978,783.593750
598.016052,781.121094
598.016052,783.152344
599.039978,782.976562
599.039978,782.945312
600.063965,784.023438
598.016052,781.183594
599.039978,781.582031
598.016052,782.734375
599.039978,783.207031
599.039978,783.023438
599.039978,782.250000
600.063965,784.796875
598.016052,782.320312
598.016052,781.531250
598.143982,782.339844
598.016052,783.296875
598.016052,781.308594
599.039978,782.089844
599.071960,785.199219
600.063965,785.285156
598.016052,780.968750
599.039978,782.441406
600.063965,783.074219
596.992004,785.816406
599.039978,782.050781
599.039978,782.972656
598.016052,781.011719
599.039978,784.308594
598.016052,782.132812
600.063965,783.371094
600.063965,782.363281
599.039978,784.296875
601.088013,785.085938
598.016052,783.996094
599.039978,782.914062
598.016052,783.113281
599.039978,782.703125
598.016052,781.671875
598.016052,784.433594
601.088013,787.160156
598.016052,780.972656
598.016052,780.718750
598.016052,781.632812
598.016052,781.953125
600.063965,783.222656
598.016052,781.507812
599.039978,782.113281
599.039978,784.175781
599.039978,785.156250
598.016052,781.011719
599.039978,781.531250
600.063965,783.843750
599.039978,782.042969
598.016052,783.753906
599.039978,783.804688
599.039978,783.511719
596.992004,780.335938
599.039978,783.355469
599.039978,783.855469
599.039978,784.414062
599.039978,783.003906
596.992004,780.089844
600.063965,783.195312
599.039978,783.515625
596.992004,780.437500
599.039978,782.421875
598.016052,782.703125
598.016052,783.566406
599.039978,784.222656
599.039978,782.843750
599.039978,781.832031
598.047974,783.761719
598.016052,781.429688
598.016052,783.664062
600.063965,782.453125
599.039978,782.394531
599.039978,782.375000
599.135986,783.175781
599.039978,783.214844
598.016052,783.367188
598.016052,781.363281
599.039978,783.136719
599.039978,781.792969
597.087952,784.707031
598.016052,781.390625
600.063965,783.433594
599.039978,781.972656
597.024048,783.144531
599.039978,785.046875
599.039978,781.679688
596.992004,767.742188
599.039978,784.804688
599.039978,782.953125
600.063965,786.300781
598.016052,784.175781
599.039978,784.105469
598.016052,780.929688
598.016052,780.441406
599.039978,783.042969
598.016052,782.105469
599.039978,784.464844
598.016052,783.722656
598.016052,779.609375
598.016052,781.761719
598.016052,781.980469
599.039978,783.406250
598.016052,781.289062
599.104004,783.703125
599.039978,782.281250
599.039978,782.125000
596.992004,781.964844
598.112000,783.906250
597.024048,781.171875
598.016052,781.691406
598.016052,781.140625
599.039978,785.257812
598.016052,780.910156
599.039978,782.503906
599.039978,783.246094
598.016052,783.445312
599.039978,782.250000
598.016052,781.921875
599.039978,781.984375
598.016052,783.304688
599.039978,782.074219
599.039978,783.957031
598.016052,780.742188
598.016052,783.304688
599.039978,782.332031
598.016052,782.023438
599.039978,784.847656
596.992004,781.343750
598.016052,781.480469
599.039978,781.851562
598.016052,781.960938
598.016052,783.753906
598.016052,782.179688
598.112000,781.933594
599.039978,782.140625
599.039978,784.093750
598.016052,782.914062
598.047974,781.859375
596.992004,781.644531
598.016052,782.914062
598.016052,784.773438
599.039978,783.246094
600.063965,782.761719
599.039978,782.492188
598.016052,782.183594
599.039978,783.085938
598.112000,785.156250
599.039978,784.445312
598.016052,782.082031
599.039978,782.171875
598.016052,783.453125
599.039978,784.285156
598.016052,781.679688
598.016052,781.722656
599.039978,782.429688
598.016052,782.222656
599.039978,783.273438
599.039978,782.582031
598.016052,781.460938
599.039978,783.195312
599.039978,782.261719
601.088013,784.117188
599.039978,781.250000
598.016052,782.210938
599.039978,782.183594
599.039978,783.972656
598.079956,781.503906
599.039978,783.753906
599.039978,782.042969
596.992004,780.726562
599.039978,783.273438
598.016052,783.312500
599.039978,784.042969
600.063965,784.175781
599.039978,781.000000
599.039978,786.597656
598.016052,781.031250
599.039978,780.953125
598.016052,781.121094
598.016052,783.253906
599.168030,785.089844
599.039978,782.554688
598.016052,780.910156
598.016052,782.824219
598.016052,780.789062
599.039978,783.394531
599.039978,782.445312
600.063965,785.617188
599.039978,781.722656
596.992004,780.621094
599.039978,782.839844
599.039978,783.894531
599.039978,781.832031
598.016052,781.257812
598.016052,781.808594
598.016052,783.824219
598.016052,780.941406
598.016052,781.269531
599.039978,781.511719
599.039978,783.261719
599.039978,783.835938
599.039978,783.636719
598.016052,780.398438
600.063965,784.085938
598.112000,781.558594
598.016052,780.417969
598.016052,781.089844
598.016052,782.742188
599.039978,782.632812
598.016052,784.554688
600.063965,783.105469
599.039978,783.843750
596.992004,780.648438
599.039978,783.464844
598.016052,785.015625
599.168030,784.957031
599.039978,782.039062
600.063965,783.664062
598.016052,782.332031
596.992004,781.441406
599.039978,782.562500
599.039978,781.640625
598.016052,781.078125
598.016052,786.046875
598.016052,781.632812
599.039978,782.183594
599.039978,781.992188
598.016052,782.300781
598.016052,781.410156
598.016052,780.960938
599.039978,781.921875
599.039978,784.167969
599.039978,782.035156
598.016052,786.566406
597.024048,780.753906
598.016052,783.210938
599.039978,783.382812
600.063965,782.863281
598.016052,782.492188
599.039978,783.796875
599.039978,782.925781
598.016052,781.949219
598.016052,781.472656
600.063965,785.066406
600.063965,783.101562
598.079956,782.753906
599.039978,782.562500
599.039978,786.421875
600.063965,782.804688
598.016052,781.871094
598.016052,781.652344
599.039978,783.824219
599.039978,785.195312
599.039978,784.523438
598.016052,781.601562
599.039978,783.144531
600.063965,783.125000
598.016052,783.203125
599.039978,783.742188
599.039978,784.425781
599.039978,782.511719
599.039978,782.605469
598.016052,781.128906
599.039978,786.781250
599.039978,782.890625
599.039978,783.464844
598.016052,782.171875
600.063965,787.039062
599.039978,782.101562
598.016052,783.003906
600.063965,779.078125
599.039978,783.964844
598.016052,782.640625
600.063965,776.792969
599.039978,782.292969
598.016052,783.886719
599.039978,782.562500
599.039978,784.445312
599.039978,783.253906
599.039978,783.070312
599.039978,782.472656
598.016052,781.132812
599.039978,783.136719
600.063965,785.167969
599.039978,783.832031
599.039978,781.703125
598.016052,783.062500
599.039978,787.699219
600.063965,783.023438
599.039978,782.242188
598.016052,781.179688
598.016052,783.945312
600.063965,782.433594
599.039978,782.613281
598.016052,781.589844
599.039978,782.972656
596.992004,780.339844
600.063965,783.953125
598.016052,780.730469
599.039978,783.343750
599.039978,782.082031
599.039978,782.933594
599.039978,784.054688
598.016052,783.574219
599.039978,783.285156
597.151978,780.820312
598.016052,781.378906
599.039978,788.023438
599.039978,781.753906
598.016052,781.601562
599.039978,782.359375
599.039978,783.421875
599.039978,783.882812
599.039978,782.230469
598.016052,781.972656
599.039978,783.734375
598.016052,781.203125
598.112000,782.492188
598.047974,781.703125
598.016052,782.242188
599.039978,782.410156
598.016052,782.632812
599.039978,783.867188
599.039978,784.167969
598.016052,782.761719
600.063965,784.035156
599.039978,782.214844
599.039978,784.777344
600.063965,782.894531
600.063965,782.742188
599.039978,781.921875
598.016052,782.105469
598.016052,783.816406
599.039978,783.070312
599.039978,781.320312
599.039978,784.906250
598.016052,781.519531
599.039978,783.433594
599.039978,781.812500
599.039978,783.851562
596.992004,780.218750
599.039978,784.175781
598.016052,784.507812
598.016052,782.703125
598.016052,782.113281
598.016052,781.140625
598.016052,785.355469
599.135986,785.980469
596.992004,780.667969
599.039978,781.519531
600.063965,783.101562
598.016052,782.644531
599.039978,782.410156
598.016052,781.042969
599.039978,783.203125
599.039978,784.816406
598.016052,782.941406
599.039978,783.976562
598.112000,783.046875
596.992004,782.382812
598.079956,781.031250
599.039978,786.160156
599.039978,781.613281
598.016052,782.332031
598.016052,780.417969
599.039978,783.464844
598.016052,784.886719
598.016052,781.210938
598.016052,782.253906
599.039978,782.933594
598.016052,782.640625
598.112000,787.050781
599.039978,782.652344
598.016052,780.097656
599.039978,782.785156
599.039978,783.515625
599.039978,782.683594
599.039978,783.582031
599.039978,782.011719
599.039978,782.722656
598.016052,780.437500
599.039978,782.261719
598.016052,780.097656
599.039978,783.816406
599.039978,782.683594
598.016052,782.195312
599.039978,784.417969
599.039978,783.093750
597.119995,781.269531
598.016052,782.722656
600.063965,786.476562
598.016052,783.886719
599.039978,781.941406
599.039978,782.343750
599.039978,782.332031
598.016052,783.992188
599.039978,783.234375
598.016052,781.453125
599.039978,781.710938
598.016052,786.441406
598.016052,782.210938
599.039978,782.019531
599.039978,782.652344
599.039978,783.648438
599.039978,783.613281
598.016052,781.328125
599.039978,784.175781
600.063965,785.554688
596.992004,780.773438
598.016052,781.148438
598.016052,781.433594
598.016052,784.035156
599.039978,782.285156
598.079956,781.011719
598.016052,781.734375
598.016052,784.144531
598.016052,781.191406
600.063965,783.632812
600.063965,782.722656
596.992004,782.886719
598.016052,783.113281
596.992004,781.191406
600.063965,782.242188
598.143982,784.207031
599.039978,782.875000
599.039978,785.886719
598.016052,782.378906
598.016052,781.511719
599.135986,782.601562
598.016052,782.644531
599.039978,781.898438
598.016052,785.777344
598.016052,781.292969
598.016052,781.031250
598.016052,782.300781
599.104004,784.968750
598.016052,784.574219
599.039978,783.804688
599.039978,782.214844
598.016052,783.203125
599.039978,782.933594
601.088013,785.730469
599.039978,782.574219
599.039978,783.246094
598.016052,781.589844
598.016052,783.035156
599.039978,781.039062
598.016052,782.472656
600.063965,783.625000
596.992004,780.890625
599.039978,785.406250
598.016052,783.023438
598.016052,782.132812
600.063965,782.792969
599.039978,781.511719
598.016052,783.875000
599.039978,782.343750
600.063965,786.578125
599.039978,782.355469
599.039978,765.636719
598.112000,782.402344
599.039978,781.820312
599.039978,783.203125
598.016052,782.523438
599.039978,782.382812
598.016052,782.304688
596.992004,780.921875
598.016052,785.218750
598.016052,782.281250
599.039978,782.070312
599.039978,781.500000
599.039978,782.625000
596.992004,784.066406
599.039978,781.320312
598.016052,782.671875
598.016052,782.804688
598.016052,782.113281
600.063965,782.902344
598.016052,781.660156
598.143982,783.125000
600.063965,783.183594
599.039978,782.886719
599.039978,782.933594
598.016052,784.792969
596.992004,781.000000
600.063965,782.582031
598.016052,782.125000
599.039978,787.820312
599.039978,785.617188
599.039978,781.574219
598.016052,781.578125
600.063965,783.996094
600.063965,788.070312
596.992004,781.832031
599.039978,782.593750
600.063965,783.332031
599.039978,782.992188
600.063965,782.523438
598.016052,785.648438
599.039978,784.097656
599.039978,785.628906
598.016052,777.914062
599.039978,783.945312
598.016052,782.980469
596.992004,781.132812
599.135986,782.742188
598.016052,781.734375
598.016052,784.496094
598.016052,781.769531
596.992004,780.859375
598.112000,782.812500
600.063965,785.808594
598.016052,781.582031
599.039978,782.175781
598.016052,783.031250
598.016052,783.230469
599.039978,782.964844
599.039978,782.312500
598.112000,781.449219
601.088013,785.304688
599.135986,786.468750
599.039978,782.484375
598.016052,781.750000
599.039978,784.515625
599.039978,782.781250
604.160034,791.777344
598.016052,782.812500
599.039978,783.332031
599.039978,782.414062
597.055969,780.679688
599.039978,782.054688
599.039978,783.574219
599.039978,782.953125
600.063965,783.726562
599.039978,781.738281
598.143982,787.468750
598.016052,781.523438
599.039978,782.089844
596.992004,777.835938
598.016052,784.878906
599.039978,783.425781
598.016052,780.613281
598.016052,780.750000
599.039978,783.765625
599.039978,782.433594
600.063965,783.792969
598.016052,783.085938
600.063965,783.527344
599.039978,782.152344
598.016052,782.042969
598.016052,785.507812
598.016052,785.855469
599.039978,782.093750
599.039978,782.074219
599.039978,782.753906
599.039978,783.062500
600.063965,782.941406
599.039978,782.691406
598.016052,781.511719
599.039978,784.753906
598.016052,781.460938
599.039978,782.511719
599.039978,782.203125
598.016052,782.914062
599.039978,782.843750
598.112000,781.203125
598.016052,784.394531
598.016052,782.843750
599.039978,782.234375
599.039978,781.808594
599.039978,785.488281
599.039978,783.414062
599.039978,781.914062
600.063965,782.914062
598.016052,781.878906
599.039978,783.394531
598.047974,781.429688
600.063965,782.832031
598.016052,781.078125
599.039978,783.683594
599.039978,786.039062
598.016052,782.820312
599.039978,782.300781
599.039978,783.785156
599.039978,783.023438
596.992004,784.046875
598.016052,782.644531
599.039978,784.566406
599.039978,782.101562
599.039978,781.738281
599.039978,782.535156
598.016052,783.625000
598.016052,781.601562
599.039978,782.550781
600.063965,783.156250
599.039978,788.500000
599.039978,783.144531
599.039978,783.457031
598.016052,781.718750
599.039978,786.359375
598.016052,781.230469
598.016052,782.101562
600.063965,782.128906
599.039978,784.503906
598.016052,781.902344
599.039978,782.742188
599.039978,782.210938
600.063965,783.984375
598.016052,782.382812
599.039978,784.855469
599.039978,783.476562
599.039978,783.242188
598.016052,782.203125
599.039978,783.023438
598.016052,784.246094
600.063965,786.636719
599.039978,782.281250
599.039978,782.203125
599.039978,782.179688
599.039978,784.445312
598.016052,780.621094
598.016052,782.070312
596.992004,780.582031
599.039978,784.234375
598.016052,783.593750
598.016052,781.453125
598.016052,782.613281
598.016052,781.843750
598.016052,783.281250
599.039978,782.273438
596.992004,780.000000
598.016052,782.550781
596.992004,782.425781
599.039978,784.734375
599.039978,781.769531
598.016052,782.984375
601.088013,784.113281
598.112000,781.699219
601.088013,785.066406
599.039978,783.105469
600.063965,783.230469
599.039978,784.187500
598.016052,781.800781
596.992004,782.996094
596.992004,780.800781
600.063965,775.542969
596.992004,780.937500
598.016052,786.339844
599.039978,782.230469
598.112000,781.683594
599.039978,782.082031
599.039978,784.093750
598.016052,783.093750
598.016052,781.972656
599.039978,782.113281
598.016052,783.691406
599.039978,782.179688
598.016052,782.253906
599.039978,782.621094
599.039978,783.886719
599.039978,782.343750
599.039978,786.218750
598.016052,781.652344
599.039978,784.527344
598.016052,782.359375
598.016052,781.320312
598.016052,781.929688
598.016052,782.203125
599.039978,782.453125
600.063965,783.363281
598.016052,781.402344
599.039978,785.597656
599.039978,779.507812
599.039978,782.363281
599.039978,783.082031
600.063965,787.750000
599.039978,783.433594
599.039978,782.464844
600.063965,782.902344
600.063965,785.308594
599.039978,782.542969
598.016052,782.007812
599.039978,783.574219
599.039978,784.382812
598.016052,780.808594
599.039978,785.917969
598.016052,782.242188
598.016052,783.546875
599.039978,783.011719
596.992004,782.222656
599.039978,785.437500
600.063965,784.574219
599.039978,781.855469
599.039978,781.789062
598.016052,781.742188
599.039978,784.105469
599.104004,782.093750
599.039978,782.128906
599.039978,782.222656
598.016052,785.507812
598.016052,784.164062
598.016052,781.410156
599.039978,782.816406
599.200012,784.253906
599.039978,786.148438
598.016052,780.609375
598.016052,782.210938
598.016052,782.660156
599.039978,781.582031
598.016052,780.492188
599.039978,782.429688
599.039978,784.445312
599.039978,783.402344
599.039978,784.925781
599.039978,783.574219
599.039978,784.054688
599.039978,782.523438
600.063965,783.433594
599.039978,782.937500
600.063965,784.675781
600.063965,782.503906
598.016052,780.902344
598.016052,781.753906
600.063965,785.324219
599.200012,783.656250
599.039978,782.210938
598.016052,781.539062
599.039978,784.996094
599.039978,785.054688
599.039978,782.632812
598.016052,781.843750
599.039978,783.695312
598.016052,781.804688
599.039978,783.433594
599.039978,782.492188
600.063965,784.835938
598.016052,781.242188
599.039978,785.246094
600.063965,783.175781
598.047974,783.312500
599.039978,782.144531
599.039978,781.199219
600.063965,785.265625
599.039978,785.535156
598.016052,781.292969
598.016052,782.843750
600.063965,781.871094
599.039978,785.085938
598.016052,781.691406
599.039978,781.921875
599.039978,783.234375
599.039978,783.082031
598.016052,784.285156
599.039978,782.179688
598.016052,782.105469
599.039978,783.011719
598.016052,784.105469
599.039978,782.750000
599.039978,781.332031
599.039978,783.984375
599.039978,783.546875
599.039978,785.531250
598.016052,781.398438
599.039978,783.531250
598.016052,781.761719
599.039978,784.574219
599.039978,782.011719
597.119995,782.289062
600.063965,782.984375
600.063965,783.031250
599.039978,782.300781
598.112000,783.796875
599.039978,782.113281
599.039978,782.843750
599.039978,781.632812
598.016052,784.566406
600.063965,784.335938
599.135986,782.824219
599.039978,783.484375
598.016052,782.160156
600.063965,782.875000
597.087952,781.453125
600.063965,781.921875
600.063965,785.578125
598.016052,784.515625
599.039978,781.953125
599.039978,781.753906
598.016052,783.421875
599.039978,781.433594
598.016052,784.207031
600.063965,783.972656
599.039978,781.613281
599.039978,781.882812
599.039978,782.742188
599.039978,783.363281
599.039978,784.328125
598.016052,780.957031
598.016052,781.289062
599.039978,782.851562
598.016052,784.664062
599.039978,783.042969
599.039978,782.203125
600.192017,783.863281
599.039978,783.484375
599.039978,786.937500
596.992004,780.761719
598.016052,780.960938
599.039978,783.324219
598.016052,781.792969
599.039978,783.453125
598.047974,781.882812
598.016052,783.324219
596.992004,781.101562
599.039978,783.234375
599.039978,782.652344
599.039978,783.003906
599.039978,782.613281
599.039978,782.242188
599.039978,783.617188
599.039978,784.125000
600.063965,782.992188
596.992004,781.007812
599.039978,781.660156
598.016052,783.964844
598.016052,782.234375
599.039978,782.742188
600.063965,783.914062
599.039978,783.355469
598.016052,782.332031
599.039978,782.210938
599.039978,781.492188
599.039978,776.847656
598.016052,785.074219
598.016052,781.218750
598.016052,780.710938
599.039978,784.312500
599.039978,782.871094
599.039978,782.160156
599.039978,782.523438
599.039978,783.343750
598.016052,781.812500
599.039978,782.824219
600.063965,784.367188
598.016052,782.554688
598.016052,781.062500
599.039978,781.230469
599.039978,782.164062
599.039978,785.746094
599.039978,782.652344
599.039978,781.417969
600.063965,783.835938
600.063965,786.316406
598.016052,780.832031
598.016052,781.582031
599.039978,781.281250
598.016052,782.421875
598.176025,782.621094
599.039978,782.902344
599.039978,782.585938
598.016052,783.703125
599.039978,786.238281
599.104004,783.562500
598.016052,781.390625
598.016052,783.074219
599.039978,786.128906
599.039978,781.503906
599.039978,781.660156
601.088013,784.695312
598.016052,781.589844
599.039978,784.835938
599.039978,781.488281
599.168030,783.816406
598.016052,781.730469
598.016052,781.503906
598.016052,783.964844
599.039978,782.730469
599.039978,782.292969
598.016052,782.171875
598.016052,781.550781
599.039978,782.902344
599.039978,781.972656
599.039978,782.882812
598.016052,781.820312
599.039978,788.449219
598.016052,782.652344
599.039978,782.125000
599.039978,782.542969
599.039978,782.871094
599.039978,782.093750
598.016052,781.421875
598.016052,781.914062
599.039978,784.777344
599.039978,782.441406
598.016052,782.019531
599.039978,782.183594
598.016052,782.550781
599.039978,782.132812
595.968018,780.339844
600.063965,783.714844
599.039978,784.246094
598.016052,780.808594
597.087952,781.281250
598.016052,783.355469
598.016052,782.632812
598.016052,785.273438
598.016052,782.070312
600.063965,784.515625
598.016052,782.214844
599.039978,787.761719
596.992004,781.453125
596.992004,781.183594
599.039978,783.234375
599.039978,781.984375
598.016052,782.132812
600.063965,784.003906
599.039978,787.320312
599.039978,786.429688
598.016052,782.183594
599.039978,782.203125
599.039978,784.515625
598.016052,783.816406
598.016052,782.230469
598.016052,781.339844
598.016052,782.804688
599.039978,782.863281
