# mlkem-gpu-sec Phase 2 timing traces
# variant: Kyber-768
# class: 0 (valid)
# n_traces: 100000
# unit: microseconds
timing_us
62.667000
63.348000
63.409000
63.399000
63.128000
63.018000
63.208000
62.957000
63.469000
63.228000
63.759000
62.898000
62.647000
62.937000
63.138000
63.288000
63.479000
62.948000
67.015000
63.108000
63.068000
63.760000
62.567000
63.219000
62.527000
63.038000
63.058000
63.328000
62.977000
63.478000
63.008000
62.777000
63.048000
62.898000
63.198000
62.877000
63.499000
63.568000
63.368000
63.128000
62.657000
63.478000
62.627000
63.168000
62.808000
63.569000
63.178000
63.208000
63.258000
62.778000
63.128000
62.567000
62.948000
62.988000
63.098000
63.118000
63.478000
63.679000
63.469000
63.449000
62.377000
63.679000
62.577000
64.170000
62.547000
63.960000
62.847000
63.408000
63.228000
64.180000
63.549000
62.898000
63.258000
63.258000
63.189000
63.118000
62.858000
63.128000
63.739000
63.239000
62.717000
63.488000
63.048000
63.008000
63.870000
63.108000
63.058000
63.037000
63.028000
64.601000
63.088000
65.462000
62.627000
62.878000
63.569000
63.449000
62.758000
63.789000
62.887000
62.877000
63.278000
63.559000
63.169000
62.827000
63.188000
63.259000
62.918000
62.517000
63.399000
63.819000
62.938000
62.938000
63.939000
62.948000
63.278000
62.947000
63.769000
63.459000
62.918000
63.028000
63.599000
62.707000
63.800000
63.068000
62.808000
62.527000
62.668000
62.687000
63.198000
63.068000
63.780000
62.808000
62.767000
63.408000
62.818000
62.698000
62.988000
62.527000
63.379000
63.619000
63.679000
63.278000
63.428000
63.278000
63.709000
64.020000
63.539000
64.451000
62.898000
63.198000
62.997000
62.998000
62.607000
63.128000
63.318000
62.777000
63.188000
63.429000
62.998000
62.417000
64.841000
63.218000
63.449000
63.199000
64.190000
63.900000
63.249000
62.757000
62.967000
63.118000
64.130000
62.648000
62.567000
63.189000
63.268000
62.708000
62.858000
63.328000
63.128000
63.038000
63.199000
63.108000
62.878000
63.008000
62.838000
63.058000
63.118000
62.697000
63.418000
62.927000
62.577000
63.198000
62.848000
63.108000
63.248000
62.427000
63.239000
63.298000
63.408000
62.897000
63.248000
63.108000
62.917000
63.278000
62.968000
63.128000
63.118000
62.557000
63.279000
62.738000
62.998000
63.218000
62.917000
63.128000
62.687000
62.747000
62.638000
62.707000
63.249000
63.609000
62.868000
63.479000
63.289000
63.228000
63.599000
63.288000
63.398000
63.218000
62.888000
63.218000
62.987000
62.938000
62.978000
63.178000
63.067000
62.807000
62.887000
64.470000
63.098000
63.629000
62.768000
63.138000
62.888000
63.128000
63.609000
62.607000
63.488000
62.557000
63.148000
63.057000
62.938000
63.789000
63.229000
63.579000
63.529000
64.019000
62.967000
63.478000
63.328000
63.028000
63.158000
63.158000
63.118000
63.018000
63.048000
63.769000
64.240000
62.867000
63.228000
63.479000
63.098000
63.468000
62.947000
63.098000
63.469000
62.828000
63.389000
63.809000
65.583000
62.918000
63.428000
63.318000
63.037000
62.637000
62.657000
63.118000
63.108000
62.867000
63.910000
63.329000
62.707000
62.787000
63.057000
63.378000
62.968000
63.358000
62.837000
63.689000
62.998000
62.687000
62.917000
62.717000
63.328000
63.609000
63.438000
63.118000
63.359000
64.050000
62.918000
63.349000
63.459000
64.100000
62.788000
63.339000
63.398000
62.827000
63.018000
63.008000
63.349000
62.918000
62.948000
64.060000
63.028000
63.148000
62.968000
63.128000
62.917000
63.679000
62.948000
64.340000
62.757000
63.558000
63.348000
62.787000
63.489000
62.918000
63.599000
62.817000
63.498000
63.098000
63.339000
63.759000
62.828000
62.567000
63.068000
63.268000
62.927000
62.607000
62.597000
63.298000
63.038000
63.048000
63.028000
63.018000
63.018000
62.717000
63.048000
63.368000
63.159000
63.008000
63.108000
63.518000
63.799000
63.189000
63.308000
66.304000
62.918000
63.960000
63.048000
62.738000
62.577000
62.788000
63.228000
63.228000
63.870000
63.549000
63.329000
64.010000
63.138000
63.388000
62.977000
63.308000
62.888000
64.391000
63.549000
64.080000
64.911000
66.936000
66.685000
63.158000
63.158000
65.162000
63.098000
63.278000
63.689000
62.587000
62.728000
62.948000
62.937000
62.717000
62.688000
63.308000
63.078000
62.777000
62.767000
63.659000
63.328000
63.749000
62.778000
64.050000
62.597000
62.848000
63.439000
63.900000
63.208000
62.917000
62.817000
62.817000
63.559000
63.017000
63.008000
63.809000
63.729000
62.888000
63.248000
63.388000
63.468000
62.877000
63.288000
63.830000
63.218000
63.238000
62.968000
63.489000
63.119000
63.188000
63.729000
63.389000
63.319000
63.178000
63.528000
63.378000
63.058000
62.797000
63.118000
63.449000
63.058000
63.499000
62.717000
63.168000
63.599000
62.727000
62.887000
63.859000
63.088000
63.228000
63.289000
64.050000
62.968000
63.008000
63.118000
63.609000
62.788000
63.038000
63.398000
63.529000
62.827000
62.628000
63.379000
63.459000
62.978000
64.070000
63.118000
63.118000
63.419000
63.108000
68.258000
63.058000
62.927000
63.479000
63.408000
62.978000
63.549000
63.068000
63.189000
63.429000
63.068000
62.928000
62.918000
63.309000
62.948000
62.667000
62.737000
63.389000
63.639000
63.468000
63.018000
62.898000
63.108000
63.329000
62.838000
63.789000
62.907000
62.847000
63.328000
63.429000
62.728000
63.609000
63.178000
62.998000
63.238000
63.428000
63.939000
63.319000
63.188000
63.408000
63.148000
63.579000
63.208000
63.489000
63.549000
62.658000
62.627000
64.010000
62.737000
63.138000
63.128000
62.968000
62.988000
63.920000
64.411000
63.539000
62.918000
63.108000
63.238000
62.567000
62.917000
63.288000
62.768000
65.332000
63.198000
63.379000
64.350000
63.108000
63.058000
63.269000
63.379000
63.769000
63.008000
63.388000
63.549000
63.058000
62.497000
65.944000
63.359000
63.619000
62.898000
64.000000
63.149000
62.928000
63.559000
62.918000
63.279000
62.928000
63.128000
63.298000
63.439000
63.369000
63.068000
62.337000
63.579000
62.877000
62.837000
66.365000
63.739000
63.769000
63.048000
62.788000
63.178000
63.288000
63.068000
63.228000
62.918000
62.728000
63.248000
62.647000
63.579000
62.617000
62.917000
63.719000
62.858000
62.868000
63.329000
63.038000
63.018000
66.455000
63.749000
63.359000
63.098000
63.779000
62.828000
64.511000
63.319000
64.120000
62.467000
62.837000
63.209000
63.158000
62.767000
63.088000
63.088000
62.808000
62.807000
63.559000
62.517000
62.868000
63.399000
62.728000
63.469000
63.960000
63.378000
63.208000
62.607000
63.599000
67.366000
64.070000
63.027000
63.298000
62.727000
63.319000
64.040000
62.848000
65.232000
63.599000
63.709000
62.978000
62.888000
63.649000
63.007000
62.487000
62.988000
63.749000
63.609000
63.238000
62.456000
62.957000
62.637000
62.858000
63.719000
63.979000
63.739000
64.321000
62.998000
64.661000
63.299000
63.399000
62.888000
63.178000
63.159000
63.869000
63.218000
63.359000
62.948000
63.208000
63.629000
63.719000
63.438000
63.348000
63.109000
67.396000
63.950000
63.639000
63.649000
62.998000
63.008000
62.598000
66.444000
63.488000
63.739000
62.898000
63.890000
63.329000
62.787000
63.378000
62.967000
64.631000
63.148000
63.058000
62.667000
62.768000
62.908000
62.888000
62.998000
64.020000
63.058000
63.048000
63.639000
63.730000
62.938000
63.308000
63.769000
63.219000
63.409000
62.797000
63.629000
63.840000
63.148000
63.249000
62.868000
63.599000
63.148000
63.338000
65.773000
63.890000
63.368000
63.539000
63.118000
63.038000
62.907000
62.687000
62.727000
62.988000
62.978000
63.108000
63.238000
63.008000
63.549000
63.809000
63.339000
62.868000
64.070000
63.088000
62.888000
62.978000
62.808000
64.070000
62.738000
63.980000
63.749000
63.138000
62.828000
63.559000
63.198000
63.659000
62.748000
63.899000
63.258000
62.948000
63.448000
62.937000
62.797000
62.768000
63.218000
64.160000
62.567000
63.689000
63.519000
63.930000
63.308000
64.030000
62.687000
63.950000
63.038000
63.539000
62.777000
63.198000
63.078000
63.178000
62.697000
63.198000
63.509000
63.109000
62.707000
63.418000
63.078000
67.296000
63.198000
63.118000
63.449000
62.757000
63.038000
63.369000
62.858000
63.118000
64.621000
62.967000
63.248000
64.080000
63.619000
63.268000
63.298000
62.848000
63.198000
64.480000
63.128000
62.758000
63.178000
63.349000
62.948000
63.179000
63.008000
63.709000
62.937000
62.747000
62.537000
64.300000
63.679000
63.518000
62.817000
64.119000
62.958000
63.409000
63.409000
62.938000
63.078000
63.710000
63.749000
63.419000
63.840000
64.030000
63.770000
63.178000
63.048000
63.278000
63.048000
63.038000
63.198000
63.399000
63.439000
63.770000
63.008000
63.018000
62.688000
62.918000
62.928000
62.727000
62.927000
62.747000
63.229000
63.268000
63.068000
62.868000
63.709000
63.008000
62.937000
63.258000
62.668000
63.208000
62.668000
62.627000
62.878000
62.798000
62.938000
62.748000
63.238000
63.428000
62.998000
63.108000
63.619000
62.988000
63.268000
63.158000
62.607000
62.447000
63.018000
62.708000
67.186000
63.779000
62.837000
63.278000
63.259000
63.930000
63.308000
63.398000
63.428000
63.428000
63.649000
62.958000
63.158000
63.308000
62.798000
63.198000
63.468000
63.519000
62.847000
63.008000
63.509000
62.938000
63.158000
63.358000
63.999000
64.160000
63.348000
63.378000
62.977000
62.988000
62.848000
63.729000
63.199000
63.068000
66.444000
63.158000
63.198000
63.028000
63.389000
63.328000
63.569000
62.717000
63.779000
62.657000
63.378000
62.927000
63.639000
63.218000
63.268000
63.569000
62.917000
63.428000
63.178000
62.707000
63.288000
63.138000
62.817000
63.138000
63.329000
63.459000
62.737000
63.128000
62.637000
62.887000
62.958000
62.486000
63.819000
62.988000
62.787000
63.459000
63.459000
62.517000
63.198000
63.369000
63.489000
62.888000
63.078000
63.239000
65.302000
63.428000
63.027000
62.918000
62.767000
62.787000
63.730000
65.102000
62.808000
63.208000
63.409000
62.618000
62.637000
62.718000
63.449000
63.449000
63.078000
63.579000
62.937000
62.787000
65.783000
62.988000
63.168000
63.379000
63.429000
62.938000
63.008000
62.927000
63.318000
63.279000
62.858000
62.537000
63.409000
62.978000
63.129000
63.549000
63.148000
63.228000
63.018000
63.359000
63.128000
63.669000
63.379000
63.739000
62.808000
63.609000
62.817000
64.130000
63.238000
63.299000
63.369000
62.938000
63.459000
63.238000
63.058000
63.018000
62.647000
62.837000
63.308000
63.569000
62.717000
63.078000
63.138000
63.128000
63.680000
62.877000
63.328000
63.639000
62.827000
63.198000
63.880000
63.489000
63.138000
63.268000
62.818000
63.579000
62.737000
63.529000
63.970000
63.279000
63.419000
62.787000
64.801000
63.078000
62.717000
63.499000
67.066000
63.409000
62.868000
63.188000
63.188000
63.248000
62.867000
62.587000
63.359000
63.489000
62.607000
63.578000
62.917000
63.368000
62.997000
62.787000
62.857000
63.439000
62.948000
63.238000
63.218000
63.699000
63.068000
62.668000
63.379000
63.679000
62.998000
62.668000
63.439000
62.968000
63.178000
63.288000
62.968000
62.618000
63.539000
62.998000
62.918000
63.048000
62.767000
62.858000
63.299000
62.908000
63.218000
63.609000
62.898000
63.138000
63.219000
63.168000
63.568000
63.358000
62.617000
62.848000
62.918000
62.928000
63.228000
63.238000
63.148000
62.456000
63.068000
63.289000
62.757000
62.527000
62.747000
63.498000
