gpu_us,wall_us
598.016052,780.558594
597.055969,779.140625
598.079956,779.589844
596.992004,777.902344
598.016052,780.128906
595.968018,777.515625
598.016052,778.808594
595.968018,776.582031
596.992004,779.035156
596.992004,777.667969
596.992004,778.085938
596.992004,777.636719
599.039978,780.378906
598.016052,779.328125
600.063965,780.187500
599.039978,779.531250
599.039978,780.812500
598.016052,778.738281
598.016052,778.855469
600.063965,779.507812
596.992004,777.937500
596.992004,777.425781
598.016052,778.078125
599.039978,778.917969
598.016052,779.828125
595.968018,776.984375
598.016052,778.796875
598.016052,778.386719
598.016052,781.671875
599.039978,777.835938
598.016052,777.675781
599.039978,779.308594
598.016052,780.019531
598.016052,778.296875
598.016052,778.785156
599.039978,779.656250
598.016052,779.796875
598.016052,778.417969
599.168030,778.535156
596.992004,776.625000
598.016052,779.277344
596.992004,778.628906
598.016052,778.066406
598.016052,779.195312
596.992004,778.500000
598.016052,778.625000
598.016052,777.484375
595.968018,776.535156
599.039978,780.789062
598.016052,778.285156
598.016052,778.246094
598.016052,779.234375
598.016052,779.937500
598.176025,779.386719
598.016052,779.367188
598.016052,777.617188
598.079956,780.941406
599.039978,779.246094
596.992004,777.824219
598.016052,779.761719
596.992004,779.007812
599.039978,779.609375
598.016052,778.437500
598.016052,779.027344
596.032043,778.984375
598.016052,777.816406
598.016052,778.035156
596.992004,778.859375
598.016052,780.332031
599.039978,745.027344
598.016052,779.519531
599.039978,781.203125
595.968018,776.273438
596.992004,777.015625
598.016052,778.097656
596.992004,777.859375
599.039978,779.976562
598.016052,778.867188
598.016052,778.937500
598.016052,779.597656
599.039978,781.210938
598.112000,778.386719
599.039978,778.886719
599.039978,779.730469
598.016052,780.039062
599.039978,780.101562
596.992004,777.042969
596.992004,779.027344
596.992004,779.218750
596.992004,779.078125
598.016052,778.335938
598.016052,779.339844
599.039978,780.589844
598.016052,779.007812
599.039978,779.285156
598.016052,778.515625
596.992004,778.906250
599.039978,779.218750
598.016052,779.160156
598.016052,778.398438
598.016052,780.796875
596.992004,777.796875
597.119995,778.667969
598.016052,779.140625
597.024048,779.988281
598.016052,777.855469
599.039978,778.898438
598.016052,779.238281
598.112000,780.398438
598.016052,778.617188
596.992004,777.664062
599.039978,780.210938
598.016052,780.167969
599.039978,779.957031
599.135986,780.347656
598.016052,777.714844
599.039978,780.773438
599.039978,779.507812
598.016052,779.328125
596.992004,777.687500
598.016052,780.597656
598.016052,778.820312
596.992004,778.425781
598.016052,778.136719
598.016052,780.082031
598.016052,779.257812
598.016052,778.406250
598.016052,779.316406
598.016052,778.957031
596.992004,778.066406
596.992004,777.777344
598.016052,778.546875
598.047974,780.843750
598.016052,777.777344
598.016052,778.156250
598.016052,778.117188
598.016052,779.878906
598.016052,778.464844
599.039978,778.636719
598.016052,778.707031
599.039978,780.488281
598.016052,778.855469
598.016052,778.984375
598.016052,779.144531
599.039978,780.558594
598.016052,779.300781
598.016052,779.027344
598.016052,777.785156
597.087952,779.410156
598.016052,778.898438
599.039978,779.628906
596.992004,777.714844
596.992004,779.066406
596.992004,777.683594
598.143982,779.855469
598.112000,779.628906
598.016052,779.917969
598.016052,778.785156
598.016052,778.457031
598.016052,779.367188
597.087952,779.878906
598.047974,778.507812
598.016052,778.074219
596.992004,779.164062
599.039978,781.722656
599.039978,779.156250
598.016052,778.843750
596.992004,777.316406
598.016052,781.011719
596.992004,778.507812
596.992004,777.625000
598.016052,777.937500
598.016052,780.238281
598.016052,778.785156
598.016052,778.414062
597.119995,778.144531
599.039978,781.238281
595.968018,777.707031
598.016052,778.156250
598.016052,778.828125
599.039978,781.210938
599.039978,779.367188
595.968018,777.316406
596.992004,778.988281
596.992004,779.476562
598.016052,779.628906
598.016052,778.328125
596.992004,778.347656
598.016052,779.847656
595.968018,777.546875
598.016052,779.304688
596.992004,777.742188
598.016052,780.328125
598.016052,778.718750
598.016052,778.714844
598.016052,779.230469
599.039978,780.917969
599.039978,779.789062
596.992004,778.945312
599.039978,778.750000
598.016052,780.988281
598.016052,779.265625
599.039978,779.105469
598.016052,777.535156
598.016052,779.687500
599.039978,779.300781
598.016052,779.097656
598.016052,778.437500
598.016052,779.738281
598.016052,777.445312
596.992004,776.562500
598.016052,777.566406
599.039978,780.589844
598.016052,778.898438
596.992004,777.957031
596.992004,777.984375
599.039978,781.011719
599.039978,778.515625
598.016052,778.847656
598.016052,778.867188
598.016052,779.878906
599.039978,779.691406
599.039978,779.898438
596.032043,778.609375
598.016052,781.550781
596.992004,778.343750
598.016052,778.425781
598.016052,778.625000
598.016052,779.886719
598.016052,778.265625
597.087952,778.343750
596.992004,777.523438
598.016052,780.718750
598.016052,777.906250
596.992004,778.207031
600.063965,780.257812
599.039978,780.941406
596.992004,778.796875
598.016052,778.777344
599.039978,778.828125
598.016052,780.218750
598.016052,778.218750
598.016052,778.957031
596.992004,778.027344
599.039978,781.398438
598.016052,778.738281
599.039978,779.578125
599.039978,780.488281
600.063965,781.863281
596.992004,777.957031
598.016052,778.730469
596.992004,778.746094
596.992004,779.636719
598.016052,777.777344
598.016052,779.585938
599.039978,769.554688
599.039978,780.640625
599.039978,779.910156
599.039978,779.867188
599.039978,779.808594
598.016052,789.773438
599.039978,778.558594
598.016052,778.207031
598.016052,779.417969
598.016052,779.898438
598.016052,779.558594
598.016052,779.007812
596.992004,778.585938
599.039978,781.500000
598.016052,778.730469
598.016052,780.160156
599.039978,780.238281
596.992004,779.468750
598.016052,779.277344
598.176025,779.167969
599.039978,780.269531
598.112000,780.933594
596.992004,776.773438
598.016052,778.964844
599.039978,779.527344
598.016052,780.738281
599.039978,779.925781
596.992004,777.843750
598.016052,779.035156
599.039978,782.093750
598.016052,778.804688
599.039978,779.578125
598.016052,778.218750
596.992004,779.371094
598.079956,780.769531
599.039978,777.695312
596.992004,778.417969
598.016052,780.207031
596.992004,777.464844
598.016052,779.187500
598.016052,778.144531
599.039978,780.628906
598.016052,778.414062
598.016052,778.476562
599.039978,779.589844
598.016052,780.000000
596.992004,777.593750
598.016052,779.558594
599.039978,779.371094
598.016052,780.589844
598.016052,778.937500
597.087952,778.277344
596.992004,778.066406
598.016052,780.648438
598.016052,778.609375
598.016052,778.679688
599.039978,781.500000
599.039978,775.210938
598.016052,777.875000
598.016052,777.757812
598.016052,779.597656
598.016052,780.281250
598.016052,778.464844
596.992004,778.523438
599.039978,780.421875
598.016052,780.839844
598.016052,778.859375
596.992004,778.457031
596.992004,778.007812
599.071960,781.378906
599.039978,779.113281
598.016052,778.296875
596.992004,778.835938
596.992004,779.769531
596.992004,778.429688
598.016052,778.933594
596.992004,778.667969
598.016052,780.769531
596.063965,778.003906
598.016052,777.988281
598.016052,778.437500
598.016052,780.949219
598.016052,779.039062
596.992004,778.707031
596.992004,777.316406
598.016052,779.710938
598.016052,778.664062
596.992004,778.695312
595.968018,777.886719
598.016052,780.316406
598.016052,779.386719
598.016052,778.285156
598.016052,779.296875
598.016052,780.679688
598.016052,778.175781
599.168030,780.472656
596.992004,779.367188
597.151978,779.800781
599.039978,779.015625
598.143982,779.238281
599.039978,780.046875
598.016052,780.773438
599.039978,779.609375
599.039978,779.230469
598.016052,779.218750
595.968018,778.656250
596.992004,778.054688
599.039978,779.535156
596.992004,779.968750
598.016052,780.730469
598.016052,778.929688
596.992004,778.125000
599.039978,780.242188
599.039978,781.281250
598.016052,778.878906
598.016052,777.867188
599.039978,779.207031
599.039978,780.808594
598.016052,778.007812
598.016052,778.585938
598.047974,779.304688
596.992004,779.468750
598.016052,779.531250
599.039978,778.308594
598.016052,778.968750
599.039978,781.351562
599.039978,780.878906
599.039978,780.691406
598.016052,778.468750
598.016052,779.097656
595.968018,776.300781
595.968018,776.429688
598.016052,778.507812
600.063965,781.011719
598.016052,778.066406
598.016052,777.753906
599.039978,778.164062
598.016052,779.777344
596.992004,778.125000
599.039978,779.238281
596.992004,777.906250
596.992004,779.945312
598.016052,779.406250
596.992004,777.132812
598.016052,778.339844
598.016052,780.519531
598.016052,778.437500
596.992004,777.617188
598.016052,777.675781
596.992004,779.937500
598.016052,777.625000
596.992004,778.046875
598.016052,778.906250
598.016052,779.707031
599.039978,779.710938
596.992004,778.304688
596.992004,778.277344
598.016052,779.761719
596.992004,777.996094
596.992004,778.695312
596.992004,778.578125
596.992004,778.714844
596.992004,777.554688
600.192017,781.070312
596.992004,778.335938
598.016052,780.152344
598.016052,777.894531
598.016052,779.468750
599.039978,779.699219
599.039978,779.687500
599.039978,778.906250
598.016052,778.238281
595.968018,776.972656
598.016052,780.277344
595.968018,776.351562
598.016052,778.464844
596.992004,778.183594
596.992004,779.621094
596.992004,777.687500
598.016052,779.417969
599.039978,779.687500
599.039978,780.902344
598.016052,778.585938
599.039978,779.886719
596.992004,779.437500
599.039978,781.671875
596.992004,777.703125
598.047974,755.984375
598.047974,778.636719
597.024048,779.648438
598.112000,778.824219
599.039978,779.308594
598.016052,778.738281
598.016052,779.507812
598.016052,778.695312
597.151978,778.046875
598.016052,779.496094
596.992004,779.046875
598.016052,778.789062
596.992004,777.726562
596.992004,777.828125
599.039978,780.269531
596.992004,778.144531
596.992004,777.703125
598.016052,778.156250
596.992004,779.328125
598.016052,778.507812
598.016052,778.046875
599.039978,779.699219
598.016052,779.648438
595.968018,776.906250
598.016052,778.917969
598.016052,778.503906
599.039978,781.863281
598.016052,778.996094
595.968018,777.445312
598.016052,778.445312
598.016052,779.527344
598.016052,778.656250
599.039978,779.500000
598.016052,778.125000
598.016052,780.308594
599.039978,779.750000
596.992004,777.773438
598.016052,778.746094
598.016052,779.667969
599.039978,779.429688
598.016052,779.281250
598.016052,778.328125
599.039978,780.492188
597.087952,778.257812
596.992004,777.527344
599.039978,778.968750
598.016052,780.269531
598.016052,778.675781
598.016052,779.757812
598.016052,778.675781
596.992004,778.167969
599.039978,778.988281
598.016052,778.535156
596.992004,778.156250
598.016052,779.476562
598.016052,778.078125
597.119995,777.464844
598.016052,778.246094
598.016052,780.359375
598.016052,778.394531
596.992004,778.746094
599.039978,778.648438
598.016052,779.816406
598.016052,778.218750
596.992004,778.480469
598.016052,778.316406
598.016052,780.597656
596.992004,778.296875
598.016052,778.457031
596.992004,777.062500
598.016052,780.582031
596.992004,777.386719
598.016052,779.835938
598.016052,778.648438
598.016052,779.207031
598.016052,778.765625
598.016052,778.718750
598.016052,779.816406
596.992004,780.097656
598.016052,778.394531
598.016052,778.527344
598.016052,778.738281
598.016052,779.769531
598.016052,779.398438
598.016052,780.019531
599.039978,779.480469
598.016052,779.500000
598.047974,778.195312
598.016052,779.468750
599.039978,779.578125
598.016052,780.960938
598.016052,777.886719
598.016052,778.835938
595.968018,776.742188
598.016052,779.648438
595.968018,777.406250
598.143982,778.617188
596.992004,777.695312
598.016052,781.242188
598.016052,779.437500
598.016052,778.917969
598.016052,778.289062
596.992004,780.359375
599.039978,779.046875
598.016052,779.007812
598.016052,778.265625
596.992004,779.277344
598.016052,780.558594
599.039978,779.238281
598.016052,778.859375
598.016052,781.019531
596.992004,777.535156
599.135986,780.097656
597.055969,778.546875
596.992004,779.687500
596.992004,777.496094
598.016052,779.058594
598.016052,778.855469
598.016052,779.910156
598.016052,778.503906
596.992004,777.656250
598.016052,778.695312
599.039978,780.546875
599.039978,779.437500
598.112000,779.507812
598.016052,779.218750
598.016052,780.250000
596.992004,777.207031
598.016052,778.679688
598.016052,779.640625
598.016052,780.480469
596.992004,777.984375
598.016052,778.687500
598.016052,778.367188
598.016052,780.140625
598.016052,778.539062
599.039978,779.097656
598.016052,778.894531
598.016052,779.777344
599.039978,780.519531
598.016052,778.769531
596.992004,777.714844
596.992004,779.320312
598.016052,778.406250
598.016052,778.546875
599.039978,780.320312
598.016052,780.730469
598.016052,779.308594
598.016052,778.554688
598.016052,778.636719
598.016052,780.156250
598.016052,779.175781
598.016052,778.277344
598.016052,778.507812
598.016052,779.980469
598.016052,779.308594
596.992004,778.609375
598.016052,778.808594
596.992004,779.757812
598.016052,778.566406
596.992004,778.847656
598.016052,779.476562
598.016052,780.128906
598.016052,778.195312
596.992004,777.136719
596.992004,778.484375
598.016052,780.960938
598.016052,780.269531
596.992004,777.722656
598.016052,778.636719
598.016052,780.679688
598.016052,778.648438
598.016052,778.414062
598.016052,778.796875
596.063965,779.187500
597.087952,778.808594
596.992004,778.636719
598.016052,779.359375
599.039978,781.167969
596.992004,778.093750
598.016052,778.605469
599.039978,779.519531
598.016052,779.960938
598.016052,778.183594
598.016052,779.101562
596.992004,779.015625
596.992004,762.601562
598.016052,778.265625
598.016052,779.429688
598.016052,778.578125
598.016052,780.359375
598.016052,778.144531
598.016052,777.914062
599.039978,779.656250
599.039978,781.179688
598.016052,779.027344
599.039978,779.488281
599.039978,779.179688
597.119995,780.050781
598.016052,778.246094
596.992004,778.027344
598.016052,777.566406
598.016052,780.468750
596.992004,777.843750
596.992004,777.894531
598.112000,779.539062
598.016052,781.390625
598.016052,778.417969
599.039978,779.558594
599.039978,779.769531
599.039978,781.625000
596.992004,778.187500
599.039978,780.300781
597.119995,778.238281
598.016052,780.191406
599.039978,778.136719
599.039978,780.019531
598.016052,778.609375
596.992004,779.207031
596.992004,776.644531
599.039978,779.109375
600.063965,780.898438
598.016052,780.660156
598.016052,778.648438
596.992004,778.167969
599.039978,779.527344
596.992004,778.625000
596.992004,778.796875
598.016052,778.246094
599.039978,778.628906
598.016052,779.515625
598.112000,779.496094
598.016052,778.605469
599.039978,778.855469
599.039978,781.250000
596.992004,778.035156
598.016052,779.617188
598.016052,778.445312
596.992004,779.519531
599.039978,779.429688
598.016052,779.058594
596.992004,778.695312
596.992004,779.109375
596.992004,777.523438
598.016052,778.566406
596.992004,780.148438
598.016052,780.406250
596.992004,777.816406
598.016052,778.285156
598.016052,777.816406
596.992004,779.847656
598.079956,779.308594
599.039978,780.500000
596.992004,777.343750
595.968018,777.214844
598.016052,778.496094
599.039978,778.535156
599.039978,780.148438
599.039978,779.941406
599.039978,778.539062
599.039978,778.968750
596.992004,778.718750
596.992004,779.917969
598.016052,779.199219
596.992004,778.347656
598.016052,778.859375
599.039978,781.109375
599.039978,779.746094
598.016052,778.914062
598.016052,778.175781
596.992004,778.726562
598.016052,778.917969
598.143982,779.167969
599.039978,779.917969
598.016052,780.660156
596.992004,778.296875
598.016052,777.777344
598.016052,778.886719
598.016052,779.906250
599.039978,779.199219
598.016052,778.910156
598.016052,779.156250
599.039978,780.390625
599.039978,779.355469
598.016052,778.816406
598.016052,779.277344
598.016052,779.175781
598.016052,779.238281
596.992004,778.476562
598.143982,779.160156
599.039978,780.773438
596.992004,776.945312
599.039978,778.968750
598.016052,779.281250
599.039978,780.882812
600.063965,780.058594
596.992004,778.535156
599.039978,779.519531
598.016052,780.207031
599.039978,779.417969
598.016052,777.605469
598.016052,778.617188
597.087952,779.457031
600.063965,781.351562
598.016052,778.335938
599.039978,778.738281
598.016052,780.019531
596.992004,778.554688
598.016052,778.355469
599.039978,779.468750
598.016052,779.546875
596.992004,778.585938
598.016052,779.101562
598.016052,778.136719
598.016052,780.769531
596.992004,778.136719
596.992004,777.402344
598.016052,779.839844
598.016052,779.648438
598.016052,777.945312
598.016052,778.617188
598.016052,778.929688
600.127991,782.011719
596.992004,777.925781
596.992004,777.847656
599.039978,780.371094
598.016052,779.667969
598.016052,779.035156
599.039978,780.402344
599.039978,779.398438
596.992004,779.285156
596.992004,779.054688
595.968018,776.144531
598.016052,779.507812
599.039978,780.070312
596.992004,777.855469
598.016052,778.757812
598.016052,778.585938
597.087952,779.074219
598.016052,779.351562
598.016052,779.074219
596.992004,777.363281
598.016052,780.121094
598.016052,777.917969
600.063965,780.699219
599.039978,778.414062
596.992004,779.585938
596.992004,777.394531
598.016052,778.285156
598.016052,779.238281
598.016052,779.699219
598.016052,779.648438
598.016052,778.085938
598.016052,779.226562
599.039978,780.457031
598.079956,778.636719
596.992004,777.082031
598.016052,779.109375
599.039978,779.789062
596.992004,776.933594
596.992004,777.203125
598.016052,779.246094
598.016052,780.792969
598.016052,778.410156
599.039978,780.230469
598.016052,777.734375
599.039978,781.007812
596.992004,777.144531
598.016052,779.207031
596.992004,778.058594
598.016052,780.628906
600.063965,780.488281
598.016052,772.367188
598.016052,778.945312
596.992004,778.839844
598.016052,778.937500
598.016052,778.664062
598.016052,779.054688
596.992004,779.679688
598.016052,778.964844
598.016052,779.148438
598.176025,780.527344
598.016052,779.980469
598.016052,777.246094
598.016052,779.339844
598.016052,778.687500
599.039978,780.332031
596.992004,778.167969
598.016052,779.527344
599.039978,779.378906
598.016052,779.988281
598.016052,778.738281
598.016052,779.355469
598.016052,779.238281
596.992004,779.507812
599.039978,779.289062
598.016052,778.835938
598.016052,779.027344
598.016052,779.765625
598.079956,778.886719
596.992004,777.675781
598.016052,779.417969
598.016052,780.660156
598.016052,778.406250
598.016052,778.628906
596.992004,778.125000
596.992004,778.199219
596.992004,778.230469
596.992004,778.695312
596.992004,778.078125
596.992004,778.695312
598.016052,778.988281
598.016052,778.894531
596.992004,777.312500
596.992004,779.105469
599.039978,779.039062
598.016052,778.929688
599.039978,779.718750
596.992004,778.746094
599.200012,779.867188
596.992004,777.234375
598.016052,779.148438
596.992004,779.531250
598.016052,778.765625
598.016052,777.843750
598.016052,778.949219
596.992004,779.960938
599.039978,779.175781
596.992004,778.136719
598.016052,779.578125
598.016052,779.730469
596.992004,777.523438
598.016052,778.687500
598.016052,778.660156
598.016052,780.460938
599.071960,781.503906
599.039978,779.210938
600.063965,779.328125
598.016052,779.996094
598.016052,779.476562
598.016052,779.015625
599.039978,779.398438
599.039978,781.371094
598.016052,778.726562
598.016052,778.367188
596.992004,778.296875
596.992004,779.718750
599.039978,778.835938
596.992004,778.136719
599.039978,779.679688
598.016052,780.308594
599.039978,778.968750
599.039978,779.660156
598.016052,778.796875
598.016052,780.171875
598.016052,778.308594
598.016052,778.285156
596.992004,778.167969
596.992004,778.964844
598.016052,779.480469
598.143982,778.898438
598.016052,777.855469
598.016052,780.500000
598.016052,779.097656
596.992004,777.855469
600.063965,780.328125
598.016052,780.179688
598.016052,778.464844
596.992004,779.007812
596.992004,777.535156
599.039978,781.171875
599.039978,779.199219
599.039978,779.335938
598.016052,777.593750
599.039978,781.371094
598.016052,779.140625
599.039978,779.468750
599.039978,780.031250
598.016052,779.507812
596.992004,778.167969
599.039978,779.527344
599.039978,779.246094
596.992004,778.808594
596.992004,778.019531
598.016052,778.234375
599.039978,778.585938
595.968018,778.066406
598.016052,779.296875
596.992004,778.656250
596.992004,777.777344
598.016052,780.312500
598.016052,779.347656
599.039978,779.148438
599.039978,780.007812
598.016052,779.808594
598.016052,779.085938
595.968018,776.906250
599.039978,779.925781
599.039978,781.652344
599.039978,779.406250
596.992004,778.238281
598.016052,777.976562
598.016052,780.398438
597.151978,777.996094
596.992004,778.375000
599.039978,779.218750
596.063965,778.367188
598.016052,778.554688
598.016052,778.328125
598.016052,778.335938
599.039978,781.144531
599.039978,779.058594
599.039978,778.789062
598.016052,779.156250
596.992004,779.687500
598.016052,777.808594
599.039978,780.191406
599.039978,779.910156
598.016052,781.109375
599.039978,779.816406
597.087952,778.476562
596.992004,778.097656
598.016052,780.816406
596.992004,778.785156
598.016052,779.718750
598.016052,779.480469
596.992004,780.019531
596.992004,778.609375
598.016052,778.917969
598.016052,778.675781
599.039978,780.921875
598.016052,779.808594
596.992004,778.464844
598.016052,779.429688
596.992004,779.417969
598.016052,779.015625
596.992004,778.617188
596.992004,777.535156
598.016052,779.699219
598.016052,778.136719
597.024048,778.503906
596.992004,778.496094
598.016052,780.171875
595.968018,777.234375
597.087952,778.707031
598.016052,777.835938
599.039978,780.871094
598.016052,778.667969
598.016052,778.765625
599.039978,779.992188
596.992004,780.417969
598.016052,778.824219
596.992004,778.957031
598.016052,778.738281
598.016052,780.187500
599.039978,779.554688
598.016052,779.109375
596.992004,778.605469
598.016052,775.531250
598.016052,778.238281
598.016052,778.617188
598.016052,779.910156
598.016052,781.191406
599.039978,778.988281
598.016052,777.535156
596.992004,778.066406
596.992004,778.898438
598.016052,778.183594
596.992004,777.804688
598.016052,779.539062
599.039978,782.261719
596.992004,778.214844
596.992004,778.195312
598.016052,779.117188
598.016052,780.566406
598.016052,778.898438
599.039978,780.859375
596.992004,778.308594
596.992004,779.406250
598.016052,778.726562
598.016052,778.859375
598.016052,779.750000
598.016052,780.609375
596.992004,777.746094
598.016052,778.945312
599.039978,779.019531
599.039978,781.011719
598.016052,777.546875
598.016052,779.148438
598.016052,779.410156
598.016052,779.328125
598.016052,778.125000
598.016052,778.824219
598.016052,779.238281
598.016052,779.988281
598.016052,778.324219
598.016052,777.617188
598.016052,779.078125
596.992004,779.871094
598.016052,778.644531
599.039978,779.476562
595.968018,776.886719
596.992004,779.628906
598.016052,779.039062
598.016052,778.144531
600.063965,780.539062
598.016052,776.898438
598.016052,778.175781
597.087952,777.445312
598.016052,777.746094
599.039978,781.203125
596.992004,778.777344
598.016052,779.781250
598.016052,779.046875
598.016052,779.917969
598.016052,777.937500
598.016052,778.355469
598.016052,780.000000
599.039978,780.859375
598.016052,778.246094
598.016052,778.558594
596.992004,778.066406
596.992004,778.246094
598.016052,778.003906
597.024048,778.839844
598.016052,779.281250
598.016052,780.199219
598.016052,779.539062
599.039978,779.449219
598.016052,778.488281
596.992004,780.390625
596.992004,777.175781
596.992004,777.925781
598.016052,779.167969
599.039978,782.230469
598.112000,778.824219
596.992004,778.636719
598.016052,778.785156
598.016052,780.066406
597.119995,778.246094
599.039978,778.855469
596.992004,777.804688
598.016052,780.269531
598.016052,778.738281
599.039978,779.667969
598.016052,778.238281
599.039978,781.089844
596.992004,778.214844
596.992004,777.734375
598.016052,779.585938
598.016052,780.070312
598.016052,779.246094
