timestamp_us,class
20865193.381,0
20866425.473,0
20867655.833,0
20868894.454,0
20870083.173,0
20871028.035,0
20872613.643,0
20874049.882,0
20875002.112,0
20876288.051,0
20877569.266,0
20878904.748,0
20880009.349,0
20880944.616,0
20882201.226,0
20883432.426,0
20884650.706,0
20885450.613,0
20886657.204,0
20887893.122,0
20889128.663,0
20890277.917,0
20892009.006,0
20893239.677,0
20894480.192,0
20895245.775,0
20895429.950,0
20895585.126,0
20896397.656,0
20897633.009,0
20898862.253,0
20900091.433,0
20900899.281,0
20902271.964,0
20903407.354,0
20904629.192,0
20905778.214,0
20907022.578,0
20908255.706,0
20909515.667,0
20910669.434,0
20911982.650,0
20913221.776,0
20914458.054,0
20915671.922,0
20916540.492,0
20917776.272,0
20919011.236,0
20920243.671,0
20920994.120,0
20922225.319,0
20923458.638,0
20924687.101,0
20925838.903,0
20927077.532,0
20928308.380,0
20929548.614,0
20930790.573,0
20931667.648,0
20932914.438,0
20934177.276,0
20935372.527,0
20936182.334,0
20937490.881,0
20938720.516,0
20939949.036,0
20941098.868,0
20942334.326,0
20943575.142,0
20944810.868,0
20946031.052,0
20946882.043,0
20948131.795,0
20949373.709,0
20950621.002,0
20951472.937,0
20952701.735,0
20953941.533,0
20955179.425,0
20956355.090,0
20957242.950,0
20958477.885,0
20959706.393,0
20960949.677,0
20961793.295,0
20963035.515,0
20964268.475,0
20965508.581,0
20966739.433,0
20967582.928,0
20968819.544,0
20970471.636,0
20971662.370,0
20972500.320,0
20973751.220,0
20974972.012,0
20976198.620,0
20976855.891,0
20977045.024,0
20977381.445,0
20978899.253,0
20980133.725,0
20981368.952,0
20982553.792,0
20983368.381,0
20984603.441,0
20985832.549,0
20987066.862,0
20988211.025,0
20989442.643,0
20990677.938,0
20991905.376,0
20993063.750,0
20994288.424,0
20995526.298,0
20996754.861,0
20997605.742,0
20998836.831,0
21000068.477,0
21001306.333,0
21002507.111,0
21003346.188,0
21004545.331,0
21005777.056,0
21006997.014,0
21008760.551,0
21009984.913,0
21011256.318,0
21012441.722,0
21013910.054,0
21015138.809,0
21016371.319,0
21017583.315,0
21019097.501,0
21020297.872,0
21021522.125,0
21022690.428,0
21023924.106,0
21025141.922,0
21026368.443,0
21027610.810,0
21028539.425,0
21029773.073,0
21031008.141,0
21032215.516,0
21033035.100,0
21034321.203,0
21035553.312,0
21036780.681,0
21037944.270,0
21039212.398,0
21040383.981,0
21041940.005,0
21043001.077,0
21045044.026,0
21046290.619,0
21047539.830,0
21048779.777,0
21049673.498,0
21051324.133,0
21052558.560,0
21053856.828,0
21054688.626,0
21055912.246,0
21057142.048,0
21058366.174,0
21059526.625,0
21060798.150,0
21062031.845,0
21063266.280,0
21064080.793,0
21064250.372,0
21064393.368,0
21064533.051,0
21065403.164,0
21066673.724,0
21067905.768,0
21069142.738,0
21069888.281,0
21071179.434,0
21072408.238,0
21073635.083,0
21074769.244,0
21075990.459,0
21077228.949,0
21078468.343,0
21079693.569,0
21081124.105,0
21082334.932,0
21083577.291,0
21084757.503,0
21085642.631,0
21086876.033,0
21088547.561,0
21089679.332,0
21090920.559,0
21092146.540,0
21093391.916,0
21094553.193,0
21095791.138,0
21097027.775,0
21098255.276,0
21100223.307,0
21101466.220,0
21102660.213,0
21103892.689,0
21105046.476,0
21106283.915,0
21107516.105,0
21108746.249,0
21109873.630,0
21111169.914,0
21112403.511,0
21113634.519,0
21114861.359,0
21115767.991,0
21116991.081,0
21118224.832,0
21119462.514,0
21120187.962,0
21121503.944,0
21122729.060,0
21123965.944,0
21125093.002,0
21126442.527,0
21127680.619,0
21128909.840,0
21130188.266,0
21131455.908,0
21132695.228,0
21133930.359,0
21135139.037,0
21136055.791,0
21137286.976,1
21138513.877,1
21139738.979,1
21140906.162,1
21142132.980,1
21143381.991,1
21144615.977,1
21145264.738,1
21145395.429,1
21145616.866,1
21146935.172,1
21148185.203,1
21149363.033,1
21150602.349,1
21151379.896,1
21152628.451,1
21153866.567,1
21155100.776,1
21156284.595,1
21157520.681,1
21158743.407,1
21159971.756,1
21161160.571,1
21162349.918,1
21163578.035,1
21164809.775,1
21166019.554,1
21167247.515,1
21168867.385,1
21170060.335,1
21170288.819,1
21171516.739,1
21172742.128,1
21173968.841,1
21175091.377,1
21176321.569,1
21177564.093,1
21178799.628,1
21180024.486,1
21180414.691,1
21181659.776,1
21182900.275,1
21184134.757,1
21185329.161,1
21186164.407,1
21187384.409,1
21188641.223,1
21189849.012,1
21190993.271,1
21192228.630,1
21193481.933,1
21194715.409,1
21195821.807,1
21197057.824,1
21198301.889,1
21199546.579,1
21200751.024,1
21201648.156,1
21202885.362,1
21204128.562,1
21205358.651,1
21205962.978,1
21207612.409,1
21208843.260,1
21210086.756,1
21211201.805,1
21212437.391,1
21213674.304,1
21214936.340,1
21215727.074,1
21217047.888,1
21218276.024,1
21219508.516,1
21220710.023,1
21222223.399,1
21223449.043,1
21224674.707,1
21225794.447,1
21227030.827,1
21228263.937,1
21229504.337,1
21230728.033,1
21231137.435,1
21231848.982,1
21233092.622,1
21234324.037,1
21235554.678,1
21236317.868,1
21237606.791,1
21238993.066,1
21240227.530,1
21241289.696,1
21242520.253,1
21243749.853,1
21244992.217,1
21246223.644,1
21246594.756,1
21248243.032,1
21249468.654,1
21250699.000,1
21251438.557,1
21252667.081,1
21253899.649,1
21255131.982,1
21256281.891,1
21257516.887,1
21258751.116,1
21259977.023,1
21261156.857,1
21262132.597,1
21263371.154,1
21264604.102,1
21265851.525,1
21266636.649,1
21267931.779,1
21269142.946,1
21270376.408,1
21271559.746,1
21272994.078,1
21274225.946,1
21275455.971,1
21276586.307,1
21277906.890,1
21279139.899,1
21280374.101,1
21281572.896,1
21282479.009,1
21283707.637,1
21284940.476,1
21286177.177,1
21287359.269,1
21289012.022,1
21290240.716,1
21291362.029,1
21292695.827,1
21293935.281,1
21295178.076,1
21296369.624,1
21297293.456,1
21298535.598,1
21299778.087,1
21301008.836,1
21301772.462,1
21303009.134,1
21304237.008,1
21305477.961,1
21306632.042,1
21307892.044,1
21309117.027,1
21310355.304,1
21311581.948,1
21311905.723,1
21312210.721,1
21312986.021,1
21314222.373,1
21315450.093,1
21316702.167,1
21317418.605,1
21318712.657,1
21319943.014,1
21321182.505,1
21322327.359,1
21323559.134,1
21324792.466,1
21326016.106,1
21327177.826,1
21328468.627,1
21329704.701,1
21330938.855,1
21332157.547,1
21333080.172,1
21334311.674,1
21335546.525,1
21336772.994,1
21337517.674,1
21338852.315,1
21340054.080,1
21341275.549,1
21342447.534,1
21343667.215,1
21344874.976,1
21346106.082,1
21347331.713,1
21348188.223,1
21349412.395,1
21350639.823,1
21351867.307,1
21352649.214,1
21353883.729,1
21355112.097,1
21356337.281,1
21357483.787,1
21358265.004,1
21359494.476,1
21360762.414,1
21361990.473,1
21363159.093,1
21364389.422,1
21365624.437,1
21367237.744,1
21367483.374,1
21368282.269,1
21369512.760,1
21370738.681,1
21371966.685,1
21373108.290,1
21374336.984,1
21375581.417,1
21376848.036,1
21378025.633,1
21379231.290,1
21380461.789,1
21381734.103,1
21382482.929,1
21383717.925,1
21384948.503,1
21386156.935,1
21387346.437,1
21388221.679,1
21389448.259,1
21390679.703,1
21391910.331,1
21393065.532,1
21394312.547,1
21395550.296,1
21396790.107,1
21397602.276,1
21397918.808,1
21399235.845,1
21400508.405,1
21401751.169,1
21402933.251,1
21404169.681,1
21405396.130,1
21406631.532,1
21407766.593,1
21409004.595,1
21410250.288,1
21411482.676,1
21412693.058,1
21413648.596,1
21414875.772,1
21416121.641,1
21417363.370,1
21418086.238,1
21419313.376,1
21420543.294,1
21421784.146,1
21422948.963,1
21424184.972,1
21425407.964,1
21426635.704,1
21427803.914,1
21429094.796,1
21430331.880,1
21431570.041,1
21432773.737,1
21433671.184,1
21434906.850,1
21436135.504,1
21437366.864,1
21438120.254,1
21438334.149,1
