timestamp_us,wall_us,gpu_us
10126231.109,5268.654,5115.904
10131511.676,5224.965,5091.328
10136747.626,4822.596,4664.320
10141988.232,5066.189,4847.616
10147064.520,5052.304,4891.648
10152266.260,5819.476,5400.576
10158096.487,4825.002,4682.752
10162933.382,5084.100,4913.152
10168025.710,4991.466,4773.888
10173035.788,4912.885,4462.464
10177981.286,5108.216,4967.424
10183104.705,5034.037,4902.912
10188149.966,4889.830,4670.464
10193043.365,5102.150,4931.584
10198152.321,5082.558,4937.728
10203248.689,4835.972,4667.392
10208094.913,5195.331,5017.600
10213319.977,5528.550,5298.176
10218868.648,4909.009,4544.512
10225133.547,3753.803,3472.384
10228922.008,5038.535,4865.024
10233980.460,4398.944,4135.936
10238405.587,4206.560,4059.136
10242631.950,4870.245,4167.680
10247524.893,3435.080,3280.896
10250979.440,5206.364,5015.552
10256206.325,5617.678,4694.016
10261843.098,5459.505,5186.560
10267320.510,5161.523,4942.848
10272497.286,4926.874,4707.328
10277440.531,4930.763,4794.368
10282553.330,5093.114,4962.304
10287663.716,4906.437,4665.344
10292583.565,5033.324,4742.144
10297646.171,5071.732,4970.496
10302726.212,5120.945,4875.264
10308308.799,5402.653,4903.936
10313722.000,5221.457,5106.688
10318951.631,5041.768,4902.912
10324006.161,5009.579,4638.720
10329026.341,5168.277,5007.360
10334204.997,5078.488,4941.824
10339293.719,4840.766,4646.912
10344138.840,5151.959,4986.880
10349293.485,5156.073,4936.704
10354459.313,4608.529,4459.520
10359077.058,5141.838,4959.232
10364226.608,5180.833,4964.352
10369419.346,4849.167,4722.688
10374274.056,4834.832,4683.776
10379121.048,5156.593,5014.528
10384301.120,5057.956,4956.160
10389718.546,4958.296,4795.392
10394685.137,5167.164,5001.216
10399864.247,5066.384,4930.560
10404942.616,4895.561,4718.592
10409866.169,5487.784,5265.408
10415376.181,5333.001,5216.032
10420738.495,5029.429,4714.496
10425780.549,5272.686,5103.616
10431065.253,4892.933,4761.600
10435963.961,5057.613,4893.696
10441024.786,5114.528,4875.264
10446162.254,5075.117,4910.080
10451249.447,5123.269,4900.864
10456383.727,4826.273,4674.560
10461220.763,5084.544,4937.728
10466317.743,5086.381,4928.512
10471416.203,4582.114,4448.256
10476404.883,5200.653,4964.352
10481611.362,5082.634,4940.800
10486701.257,4880.694,4695.040
10491596.988,4972.811,4739.072
10496582.880,5435.045,5285.888
10502026.731,4874.499,4728.832
10506910.917,4895.528,4722.688
10511835.961,4954.606,4629.504
10516803.712,5067.437,4909.056
10521877.735,4894.558,4668.416
10526777.576,4908.884,4738.048
10531696.766,5145.768,4979.712
10536860.680,5009.817,4875.264
10541883.056,5163.696,4944.896
10547063.778,5179.071,4997.120
10552256.782,4550.523,4374.528
10557344.008,5071.598,4828.160
10562428.734,5053.313,4816.896
10567565.850,6453.213,6056.960
10574033.377,5038.018,4877.312
10579084.442,6189.584,6047.744
10585286.030,4882.192,4697.088
10590176.077,4698.964,4475.904
10594879.295,6124.609,5950.464
10601020.021,5211.039,4986.880
10606243.082,4819.914,4647.936
10611073.345,6235.631,6021.120
10617337.464,5766.962,4980.736
10623148.738,5055.488,4669.440
10628220.767,5934.963,5775.360
10634173.257,5205.302,4926.464
10639392.992,4829.163,4695.040
10644235.840,6333.192,6103.040
10650988.887,5905.188,4974.592
10656907.830,4834.083,4655.104
10661753.006,5146.280,4986.880
10666910.538,5082.438,4930.560
10672031.077,4829.555,4663.296
10676867.546,6073.392,5902.336
10682966.622,5172.401,4929.536
10688151.562,4816.228,4658.176
10692980.097,5218.378,5050.368
10698219.898,5598.499,5448.704
10703834.449,5056.336,4692.992
10708908.715,5138.881,5004.288
10714061.261,6030.433,5660.672
10720106.802,4826.241,4701.184
10724936.214,4960.016,4750.336
10729907.577,6038.152,5755.904
10736419.324,5102.740,4885.504
10741534.278,5140.816,5000.192
10746685.773,6034.267,5808.128
10752737.278,5409.972,4892.672
10758157.364,4819.410,4707.328
10762992.478,6073.942,5768.192
10769107.370,4888.878,4696.064
10774009.485,5245.218,4807.680
10779292.586,5130.141,4811.776
10784481.900,4058.765,3737.600
10788562.064,4890.643,4699.136
10793465.635,6149.474,5977.088
10799631.941,5109.250,4822.016
10804765.317,4835.187,4688.896
10809616.072,6068.862,5869.568
10815698.482,5223.317,4975.616
10820933.498,4802.719,4669.440
10826284.701,6005.267,5871.616
10832313.519,5268.696,5164.032
10837595.496,4830.988,4702.208
10842432.395,4902.227,4752.384
10847347.439,5917.163,5007.360
10853269.323,4851.784,4708.352
10858127.318,4866.165,4713.472
10863019.655,6313.068,5892.096
10869362.626,5310.055,5095.424
10874687.163,5153.298,4942.848
10879869.025,5298.166,5050.368
10885180.430,4481.279,4317.984
10889675.332,4969.679,4796.416
10894656.742,4901.837,4741.120
10899567.887,5100.605,4935.680
10904680.808,4834.022,4700.160
10909863.963,5024.260,4850.688
10914900.044,6107.060,5874.688
10921023.009,5039.604,4887.552
10926073.519,4859.252,4714.496
10930943.885,5283.979,5049.344
10936242.387,5094.239,4896.768
10941344.596,5134.943,4930.560
10946490.213,5190.848,5109.760
10951700.423,5264.870,5172.224
10956984.179,6283.920,6196.224
10963283.450,5152.788,4970.496
10968579.172,4853.515,4725.760
10973445.787,4819.563,4672.512
10978276.172,5508.715,5343.232
10983807.531,5995.832,5782.528
10989869.384,5241.534,4965.376
10995127.361,5587.705,5128.192
11001057.297,4852.402,4719.616
11005914.339,4671.342,4445.184
11010597.661,4344.955,4172.800
11014968.975,4971.704,4808.704
11019956.686,4869.407,4751.360
11024844.295,5202.422,4910.080
11030086.260,5313.773,5084.160
11035412.815,4857.778,4684.544
11040284.871,4950.897,4688.896
11045252.066,5634.643,5019.648
11050981.180,5335.056,5006.336
11056335.787,4970.520,4665.344
11061319.033,5092.984,4955.136
11066424.099,5052.540,4880.384
11071487.900,4826.081,4691.968
11076325.167,5116.429,4980.736
11081751.897,6060.759,5911.552
11087831.447,5018.181,4832.256
11092868.584,4886.393,4742.144
11097770.135,5105.770,4971.520
11102883.223,5181.842,4871.168
11108125.028,5013.890,4865.024
11113152.713,5135.429,4932.608
11118293.998,5183.138,4876.288
11123488.193,4937.752,4824.064
11128432.939,4966.765,4797.440
11133410.601,5070.539,4894.720
11138490.780,4831.311,4691.968
11143326.589,5132.353,4902.912
11148481.310,5143.422,4935.680
11153635.597,4880.483,4667.392
11158518.754,5158.282,4917.248
11163841.951,5036.738,4887.552
11169289.626,4948.708,4845.568
11174249.729,5108.817,4717.568
11179372.139,5118.185,4981.760
11184503.961,5053.537,4910.080
11189569.601,4853.320,4673.536
11194429.719,5170.883,5004.288
11199613.943,5102.936,4974.592
11204721.701,4643.097,4475.904
11209376.987,5044.348,4903.936
11214435.263,5189.575,4945.920
11219635.903,4822.563,4709.376
11224471.345,4894.514,4718.592
11229378.206,5171.777,4958.208
11234562.131,5121.245,4922.368
11239692.834,4827.474,4696.064
11244524.189,4959.879,4813.824
11249750.562,5165.890,4883.456
11254928.811,4850.301,4690.944
11259788.016,5343.363,5140.480
11265142.888,5284.620,4951.040
11270435.787,5011.425,4860.928
11275457.459,4858.093,4698.112
11280322.885,4905.963,4744.192
11285232.519,5107.549,4950.016
11290348.585,4888.025,4815.872
11295240.182,5168.098,4933.632
11300417.227,5445.747,5151.744
11305871.254,4842.292,4649.984
11310719.449,5085.546,4904.960
11315812.849,5068.368,4956.160
11320889.339,4613.490,4447.232
11325510.318,4937.349,4746.240
11330451.874,5097.585,4946.944
11335947.739,5099.263,4871.168
11341056.500,4818.889,4683.776
11345888.030,5121.062,4909.056
11351022.002,5100.567,4893.696
11356130.240,4838.686,4686.848
11360983.636,4714.878,4546.560
11365709.276,5194.208,5046.272
11370910.839,5056.438,4708.352
11375986.983,5097.125,4914.176
11381093.441,4958.837,4914.176
11386061.823,5036.653,4691.968
11391100.480,4914.848,4707.328
11396023.320,5074.953,4913.152
11401107.594,5084.354,4905.984
11406200.800,4940.727,4661.248
11411147.881,5142.571,4997.120
11416616.401,5058.652,4866.048
11421681.667,4842.282,4673.536
11426532.469,5127.018,4937.728
11431667.046,5049.374,4934.656
11436725.392,4722.189,4500.480
11441456.873,4874.208,4717.568
11446333.863,5083.106,4933.632
11451419.011,5136.174,4899.840
11456569.287,4745.195,4666.368
11461317.713,5126.591,4956.160
11466447.045,5111.092,4928.512
11471570.196,5106.552,4683.776
11476690.718,5119.138,4971.520
11481815.467,4700.776,4590.592
11486526.406,5065.319,4894.720
11491600.917,5003.184,4883.456
11496616.238,5106.811,4951.040
11502575.396,4923.282,4711.424
11507505.414,4852.470,4676.608
11512368.465,5169.519,5029.888
11517546.298,4981.500,4710.400
11522531.583,4826.511,4641.792
11527362.539,5081.008,4911.104
11532452.345,5089.137,4910.080
11537550.070,4921.344,4681.728
11542473.997,5071.278,4910.080
11547554.862,5237.538,4936.704
11552803.963,4846.703,4714.496
11557655.365,4615.324,4465.664
11562274.872,5341.356,5004.288
11567621.527,5033.700,4880.384
11572682.135,4839.263,4700.160
11577528.562,5111.256,4965.376
11582647.851,5140.438,4931.584
11588262.284,4978.482,4841.472
11593248.329,5140.875,4974.592
11598397.993,5055.109,4917.248
11603463.890,4869.446,4676.608
11608338.231,6075.191,5897.216
11614438.080,5235.247,5018.624
11619685.133,4876.555,4694.016
11624573.175,5038.230,4883.456
11629615.113,5089.068,4924.416
11634713.658,5352.563,4930.560
11640079.686,4607.603,4426.752
11644694.326,5081.389,4934.656
11649788.675,5011.494,4927.488
11654807.299,4923.432,4655.104
11659742.377,5271.076,5132.288
11665031.111,5047.449,4963.264
11670338.181,4909.199,4713.472
11675256.897,5019.203,4897.792
11680286.232,4986.058,4916.224
11685276.083,5101.423,4882.432
11690382.415,4791.469,4652.032
11695177.393,5152.140,4992.000
11700338.082,5107.982,4920.320
11705449.581,4821.549,4664.320
11710273.945,5188.287,4957.184
11715475.316,5162.593,4921.344
11720649.443,4820.686,4685.824
11725479.771,5031.560,4878.336
11730516.339,5187.012,4956.160
11735711.732,5005.375,4866.048
11740726.027,4831.867,4654.080
11745564.560,5159.643,4998.144
11750726.205,5133.219,4936.704
11756273.337,4724.043,4582.400
11761008.491,5135.364,4976.640
11766152.371,5090.084,4932.608
11771252.672,4844.221,4684.800
11776105.326,4859.825,4700.160
11780968.041,5178.196,4960.256
11786159.713,4914.314,4726.784
11791083.568,4824.046,4661.248
11795909.814,4932.407,4779.008
11800844.773,5065.702,4917.248
11805921.581,4881.139,4628.480
11810805.814,5082.611,4912.128
11815897.257,5057.765,4921.344
11820963.588,4899.756,4680.704
11825871.621,5081.096,4920.320
11830955.205,5090.537,4945.920
11836493.982,4880.031,4658.176
11841384.549,5122.096,4893.696
11846518.353,5056.687,4926.464
11851578.765,5209.995,4896.768
11856797.134,4770.523,4633.600
11861576.892,5172.607,5026.816
11866765.453,5061.849,4889.600
11871829.563,4939.311,4701.184
11876777.392,4707.942,4570.112
11881494.683,5172.807,4938.752
11886676.790,4814.329,4681.728
11891495.539,5184.984,4866.048
11896690.769,5325.909,5172.224
11902021.891,5136.454,4877.312
11907167.806,4878.260,4666.368
11912054.047,5272.424,5012.480
11917331.850,4896.533,4699.136
11922571.164,4799.710,4646.912
11927380.899,5403.592,5188.608
11932796.382,5124.947,4908.032
11937931.101,4942.232,4659.200
11942878.141,4852.478,4681.728
11947738.712,5078.599,4915.200
11952824.867,4857.399,4713.472
11957694.048,4835.913,4689.920
11962535.687,5187.899,5001.216
11967735.813,5133.447,4885.504
11972884.085,5088.989,4689.920
11977983.081,5178.871,5008.384
11983175.131,5392.991,5134.336
11988581.137,4833.956,4695.040
11993422.064,4941.586,4763.648
11998374.770,5319.347,5196.800
12004472.088,4942.679,4690.944
12009427.753,5179.527,4968.448
12014767.867,5309.209,5126.144
12020085.382,4832.267,4717.568
12024929.923,4827.854,4691.968
12029760.813,4897.507,4743.168
12034671.557,4846.107,4714.496
12039529.467,4830.063,4674.560
12044363.513,5172.956,4961.280
12049546.270,5231.926,4939.776
12054781.699,4814.166,4672.512
12059597.843,4939.581,4745.216
12064545.728,5151.453,4947.968
12069705.821,4740.294,4490.240
12074459.377,5249.502,4950.016
12079714.988,5106.816,4936.704
12084825.893,5081.569,4921.344
12090371.783,5005.755,4862.976
12095389.657,5131.149,4974.592
12100530.153,5061.898,4917.248
12105598.762,4985.044,4639.744
12110591.703,4959.536,4780.032
12115558.378,5114.480,4945.920
12120677.266,4814.603,4690.944
12125503.383,4843.966,4690.944
12130350.736,5078.927,4925.440
12135432.541,6139.064,5741.568
12141586.102,4881.202,4731.904
12146478.444,5061.666,4925.440
12151542.536,4954.580,4516.864
12156623.256,4975.644,4634.624
12161605.395,5149.510,5003.264
12166768.019,5119.067,4945.920
12172451.311,4756.882,4477.952
12177217.286,5284.422,4972.544
12182511.283,5144.236,4917.248
12187665.455,4596.105,4486.144
12192270.034,4850.963,4688.896
12197123.659,5090.479,4919.296
12202225.237,5014.433,4878.336
12207251.065,4776.798,4620.288
12212035.687,5109.950,4943.872
12217154.873,5141.202,4960.256
12222301.587,4809.345,4634.624
12227116.327,4953.267,4729.856
12232078.786,5422.594,4973.568
12237512.623,4829.625,4672.512
12242352.245,4886.736,4724.736
12247248.830,5080.924,4922.368
12252334.125,4849.875,4707.328
12257673.994,4860.388,4658.176
12262544.701,5174.146,5010.432
12267726.804,4849.265,4760.256
12272581.866,4779.979,4676.608
12277370.042,5091.482,4924.416
12282467.882,5034.512,4896.768
12287508.284,4836.906,4696.064
12292348.986,4992.876,4742.144
12297413.419,5015.589,4903.936
12302436.269,4861.040,4720.640
12307309.477,4780.111,4645.888
12312092.424,5137.284,4980.736
12317239.224,5253.010,4921.344
12322503.428,4805.390,4676.608
12327312.559,5112.062,4953.088
12332437.228,5126.585,5064.640
12337924.783,4809.452,4652.032
12342741.448,5080.836,4916.224
12347825.623,4967.874,4785.152
12352807.393,4927.296,4704.256
12357746.233,4847.715,4668.416
12362599.137,5181.662,4945.920
12367788.831,5210.321,4921.344
12373010.322,5026.942,4894.720
12378041.737,5060.912,4892.672
12383110.697,5124.333,4917.248
12388247.906,4805.579,4718.592
12393063.569,5306.174,5132.288
12398378.450,5056.903,4920.320
12403439.063,4960.222,4700.160
12408401.995,4868.143,4692.992
12413282.235,5093.977,4938.752
12418382.361,4877.333,4737.024
12423683.803,4565.304,4453.376
12428257.938,5103.166,4945.920
12433370.480,5085.697,4916.224
12438462.503,4826.163,4680.704
12443301.277,5153.492,5009.408
12448467.138,5568.484,5439.488
12454046.158,4822.379,4689.920
12458874.640,4886.013,4699.136
12463771.272,4889.089,4740.096
12468670.352,4844.418,4721.664
12473529.382,4843.042,4662.272
12478374.594,5266.625,4996.096
12483648.984,5044.176,4888.576
12488702.722,4792.513,4638.720
12493506.155,5038.169,4890.624
12498548.613,5152.340,4930.560
12504038.460,4908.619,4671.488
12508955.295,4860.096,4692.992
12513825.674,5103.242,4945.920
12518932.886,4855.238,4709.376
12523798.828,4813.789,4674.560
12528626.650,5119.474,4981.760
12533754.875,5147.670,4957.184
12538907.007,4823.321,4681.728
12543733.503,4917.500,4723.712
12548659.490,5016.179,4877.312
12553688.119,4961.015,4676.608
12558656.722,5130.883,4966.400
12563797.129,5178.019,4967.424
12568987.949,5364.641,5153.792
12574362.290,5065.626,4936.704
12579436.907,4942.620,4765.696
12584391.110,5099.508,4860.928
12589760.542,4763.726,4647.936
12594527.879,5165.035,4996.096
12599699.380,5107.104,4935.680
12604815.645,4986.647,4827.136
12609810.325,5118.709,4922.368
12614938.708,5264.138,5090.304
12620206.956,4651.390,4495.360
12624868.525,5018.437,4877.312
12629895.984,5119.519,4921.344
12635018.950,5022.891,4882.432
12640044.260,4901.745,4667.392
12644956.997,5148.581,4989.952
12650114.011,5067.923,4928.512
12655190.550,4836.328,4643.840
12660035.871,4937.221,4771.840
12664983.720,5827.883,5621.760
12671237.278,4831.701,4691.968
12676077.280,5089.727,4890.624
12681175.076,5103.257,4948.992
12686288.065,4918.941,4673.536
12691218.630,5000.257,4867.072
12696230.747,5124.325,4985.856
12701361.519,4828.714,4654.080
12706198.906,4708.839,4664.320
12710911.493,4911.041,4763.648
12715826.317,5195.710,4920.320
12721033.931,4856.767,4657.152
12725900.153,5126.364,4965.376
12731034.474,5116.170,4973.568
12736161.522,4980.596,4724.736
12741153.554,4587.092,4451.328
12745743.424,5177.762,5009.408
12750924.140,5017.181,4873.216
12756459.755,4768.645,4673.536
12761236.123,5277.554,4977.664
12766525.015,5221.705,5066.752
12771753.868,4929.594,4670.464
12776688.607,5107.545,4963.328
12781804.862,4887.708,4750.336
12786698.344,4918.363,4713.472
12791619.500,4911.733,4691.968
12796540.510,5200.930,4945.920
12801749.297,5070.757,4883.456
12806826.985,4823.234,4683.776
12811661.191,5165.913,5023.744
12816831.283,5103.896,4935.680
12821942.385,4813.969,4671.488
12826763.717,4942.272,4738.048
12831708.427,5200.413,4966.400
12837342.098,5066.250,4854.784
12842417.639,4833.941,4676.608
12847253.971,5142.709,4946.944
12852405.971,4837.090,4723.712
12857255.529,4615.627,4454.400
12861881.382,5220.571,4980.736
12867113.461,5093.079,4928.512
12872212.409,4827.380,4687.872
12877042.032,5125.155,4974.592
12882174.036,5090.401,4899.840
12887274.840,4973.309,4832.256
12892253.828,5016.872,4872.192
12897278.430,5075.315,4940.800
12902357.868,4926.702,4707.328
12907287.006,4815.921,4655.104
12912104.896,5138.252,4985.856
12917269.643,5076.305,4920.320
12922688.446,4748.700,4647.936
12927445.420,5053.816,4887.552
12932508.911,5160.246,5015.552
12937685.018,4764.349,4487.168
12942462.504,5191.993,5079.040
12947666.133,5107.131,4978.688
12952778.743,4762.808,4713.472
12957543.696,4977.550,4667.392
12962528.782,5159.798,5039.104
12967699.423,5099.745,4942.848
12972813.809,4813.258,4678.656
12977636.531,4923.913,4783.104
12982565.974,5029.678,4888.576
12987598.670,4945.745,4654.080
12992546.428,5081.722,4882.432
12997639.808,5061.554,4928.512
13003175.853,4924.238,4682.752
13008104.060,5084.704,4913.152
13013200.811,4833.411,4704.256
13018036.784,5131.755,4955.136
13023173.633,4860.733,4666.368
13028038.827,5119.214,4954.112
13033172.682,5148.426,4941.824
13038331.357,4957.236,4820.992
13043297.805,5154.588,4976.640
13048460.856,5164.255,4945.920
13053634.931,4300.099,4065.280
13057948.521,4616.110,4480.000
13062569.817,5177.018,5011.456
13067749.130,5095.414,4909.056
13072854.744,4866.898,4653.056
13077727.932,5132.884,4969.472
13082866.092,5069.808,4924.416
13088358.563,4806.788,4692.992
13093178.567,5082.639,4922.368
13098272.329,5076.392,4939.776
13103361.717,4875.085,4689.920
13108246.608,5087.412,4883.456
13113346.496,5113.423,4974.592
13118471.514,4999.208,4856.832
13123494.547,5036.363,4840.448
13128541.759,5146.010,5004.288
13133730.900,4947.196,4766.720
13138690.106,4828.542,4692.992
13143531.868,5372.234,4877.312
13148915.234,5276.704,5098.496
13154206.449,5005.963,4852.736
13159223.559,5358.610,5131.264
13165093.041,5430.954,5195.776
13170928.818,6000.493,5746.688
13176960.920,5661.925,5008.384
13182640.182,5426.649,5200.896
13188084.409,5666.640,5457.920
13193800.466,5426.914,5107.712
13199242.355,5075.870,4944.896
13204329.452,4866.590,4675.584
13209208.403,6087.384,5916.672
13215332.413,5098.466,4814.848
13220441.629,4860.047,4724.736
13225314.017,5012.763,4830.208
13230339.332,5642.016,4742.144
13235991.920,5080.617,4859.904
13241084.020,4812.016,4619.264
13245898.820,6081.144,5885.952
13251990.274,5023.336,4894.720
13257026.494,4622.954,4464.640
13262029.154,5907.838,5767.168
13267950.053,5123.793,5055.488
13273091.342,4904.811,4819.904
13278006.151,6164.760,5991.424
13284197.143,5135.003,4934.656
13289343.105,4752.853,4683.712
13294108.508,6058.541,5860.352
13300190.133,4998.453,4727.808
13305201.899,4877.263,4683.776
13310086.751,5989.308,5866.496
13316100.571,5143.378,4955.136
13321256.935,4893.003,4681.728
13326160.911,6061.118,5893.120
13332247.744,5162.891,4983.808
13337425.138,4786.182,4622.336
13342219.848,6080.408,5897.216
13348927.995,5279.563,4996.096
13354219.853,4867.131,4681.728
13359098.128,5979.843,5812.224
13365096.554,5264.228,4973.568
13370370.677,4883.483,4718.592
13375266.841,6199.439,6065.152
13381483.163,5095.020,5002.240
13386591.929,4843.122,4687.872
13391446.406,5152.636,4995.072
13396706.694,6028.274,5730.304
13402747.339,5055.943,4899.840
13407813.704,4872.613,4664.320
13412702.499,6074.940,5913.600
13418799.589,4672.393,4537.344
13423485.255,4826.865,4670.464
13428315.435,6083.094,5906.432
13434415.242,5071.865,4922.368
13440033.303,4870.026,4656.128
13444915.063,5311.945,5167.104
13450233.559,5132.448,4944.896
13455379.728,5814.106,5648.384
13461217.520,4780.893,4619.264
13466011.207,5127.280,4966.400
13471151.658,5001.466,4868.096
13476171.136,5202.257,4912.128
13481386.235,5086.940,4931.584
13486486.381,4827.253,4694.016
13491328.897,4818.051,4680.704
13496161.474,6014.648,5878.784
13502189.811,4936.949,4724.736
13507138.377,4811.764,4670.464
13511961.170,6763.797,6620.160
13518767.590,5137.235,4927.488
13524264.902,4796.669,4631.552
13529073.767,5273.666,5139.456
13534360.615,5154.729,4983.808
13539529.102,4609.521,4475.904
13544150.976,5286.506,5126.144
13549457.110,6307.843,5896.192
13555777.962,4924.893,4671.488
13560719.732,4210.065,3719.168
13564956.959,16141.019,15950.848
13581110.994,5898.145,5591.040
13587024.366,4690.706,4574.208
13591922.300,5225.753,4934.656
13597162.875,5464.651,4979.712
13602656.278,5246.154,4964.352
13607926.960,5363.325,5129.216
13613338.913,5695.557,5466.112
13619072.963,6081.718,4794.368
13625775.606,5279.189,5090.304
13631068.606,5931.089,5712.896
13637056.789,4303.054,3892.224
13641388.621,5221.780,4960.256
13646654.082,6347.480,5634.048
13653021.730,5529.957,4981.760
13658655.048,5399.224,5043.200
13664085.662,6099.546,5899.264
13670210.564,5000.066,4716.544
13675225.485,5144.780,4962.304
13680382.591,6091.776,5838.848
13686496.334,5091.806,4890.624
13691599.984,4904.436,4767.744
13696527.872,5907.235,5715.968
13702452.450,5075.090,4899.840
13707538.048,4910.963,4705.280
13712821.060,5128.861,4966.400
13717984.501,6014.309,5825.536
13724033.540,5001.200,4816.896
13729040.928,5197.206,5029.888
13734243.019,5893.245,5734.400
13740169.372,5111.360,4823.040
13745284.698,5245.042,5001.216
13750543.431,6124.888,5990.400
13756682.956,5052.945,4694.016
13761740.505,5205.893,5000.192
13766957.843,5038.556,4861.952
13772008.974,5601.360,4708.352
13777621.728,4929.903,4748.288
13782562.497,5069.795,5017.600
13787644.170,5979.254,5817.344
13793642.115,5098.396,4933.632
13798751.041,5150.466,4895.744
13804303.206,6043.462,5778.432
13810353.978,4901.462,4761.600
13815266.776,5842.434,5697.536
13821137.417,4932.147,4736.000
13826082.765,5070.311,4938.752
13831156.334,5285.363,5068.800
13836529.501,5844.530,5623.808
13842386.551,4857.442,4718.592
13847248.279,6028.293,5882.880
13853280.433,5188.228,4913.152
13858480.063,5075.200,4963.328
13863571.728,5043.771,4957.184
13868627.205,6062.153,5865.472
13874702.976,4849.619,4683.776
13879559.315,5100.808,4931.584
13884673.668,6022.467,5876.736
13891293.817,4845.528,4671.488
13896150.749,5323.479,5107.712
13901485.596,6036.846,5726.208
13907535.808,5076.182,4868.096
13912628.437,5428.890,5200.896
13918070.086,6184.108,5859.328
13924421.785,5040.599,4828.160
13929472.304,5229.121,5093.376
13934712.077,5973.807,5793.792
13940700.611,4750.057,4463.616
13945461.509,5218.741,4976.640
13950683.452,6053.794,5883.904
13956777.813,5027.325,4850.688
13961808.845,5199.971,5026.816
13967019.790,6022.385,5882.880
13973055.851,4892.211,4690.944
13977954.182,5013.387,4818.944
13983327.204,6019.754,5680.128
13989359.766,4849.737,4662.272
13994222.705,5250.178,5120.000
13999484.806,6190.283,5892.096
14005686.943,4978.879,4840.448
14010675.525,6156.331,5964.800
14016864.257,5225.999,4938.752
14022093.889,4732.047,4456.448
14026838.103,5116.759,4932.608
14031964.330,6197.228,5907.456
14038183.379,4896.626,4765.696
14043084.996,5998.804,5843.968
14049100.908,5163.442,4974.592
14054277.391,4834.774,4709.376
14059114.742,4898.197,4743.168
14064027.015,4969.573,4794.368
14069322.860,5912.782,5804.032
14075242.680,5277.633,5158.912
14080532.495,6051.999,5773.312
14086596.412,5105.812,4936.704
14091713.392,5106.396,4915.200
14096843.899,5431.289,4978.688
14102290.116,5892.887,5703.680
14108206.897,5219.242,5014.528
14113540.255,5131.287,4944.896
14118685.628,6135.524,5858.304
14124836.929,5023.302,4895.744
14129872.873,5157.554,4999.168
14135033.803,5218.668,5075.968
14140256.499,5723.553,5459.968
14145993.088,5054.288,4890.624
14151060.485,6056.594,5863.424
14157147.020,4914.985,4718.592
14162428.264,5293.933,5035.008
14167731.214,5232.474,5007.360
14172980.841,5734.294,5408.768
14178728.057,5468.145,5341.184
14184215.658,6114.944,5748.736
14190349.602,5103.250,4658.176
14195462.559,5129.283,4963.328
14200605.378,6016.190,5883.904
14206634.947,4852.635,4684.800
14211490.828,5156.474,4980.736
14216661.713,6009.467,5861.376
14222684.851,4803.665,4714.496
14227492.818,4966.523,4802.560
14232473.195,6015.643,5877.760
14238509.090,4892.757,4696.064
14243412.269,5153.720,4979.712
14248866.602,6084.954,5872.640
14254971.523,5044.327,4878.336
14260029.189,5229.396,5003.264
14265270.753,5143.392,4962.304
14270426.228,5979.639,5790.720
14276433.896,5244.443,4985.856
14281691.586,6129.481,5912.576
14287833.112,5052.062,4908.032
14292900.837,5067.884,4930.560
14297979.428,5976.093,5912.576
14303972.019,4953.553,4732.928
14308937.503,4893.562,4725.760
14313843.216,6133.275,6010.880
14319992.400,5262.537,5133.312
14325264.878,4953.902,4815.872
14330232.326,5087.562,4956.160
14335330.815,6136.875,5881.856
14342129.529,4891.261,4710.400
14347031.795,5237.778,5060.608
14352286.290,5656.481,4705.280
14357955.451,4828.403,4669.440
14362798.334,5123.586,4963.328
14367933.635,5986.543,5843.968
14373939.267,4829.374,4652.032
14378777.284,5235.959,5006.336
14384028.312,6129.121,5895.168
14390177.635,4654.452,4473.856
14394845.237,5110.421,4935.680
14399973.157,6058.463,5893.120
14406047.279,4850.980,4691.968
14410909.955,5346.822,5185.536
14416270.730,6201.212,5879.808
14422491.245,4864.652,4686.848
14427789.039,5318.659,5175.296
14433125.050,5884.338,5729.280
14439023.031,4843.374,4704.256
14443886.717,5175.082,4999.168
14449075.251,5373.363,5111.808
14454461.118,6014.675,5898.240
14460489.696,5241.607,4968.448
14465739.958,5080.203,4924.416
14470823.187,4739.166,4489.216
14475572.788,5052.861,4913.152
14480634.413,5184.717,4933.632
14485827.632,4850.864,4713.472
14490685.693,4826.061,4679.680
14495522.395,5248.417,4993.024
14500782.791,5341.030,5194.752
14506135.780,5898.455,5694.464
14512045.861,5194.667,4942.848
14517641.196,6068.395,5926.912
14523729.951,4863.133,4707.328
14528605.899,5166.887,5022.720
14533784.108,6039.650,5850.112
14539845.957,4948.936,4708.352
14544799.166,5122.775,4968.448
14549935.031,5251.731,5116.928
14555199.035,5205.728,5051.392
14560408.876,4895.812,4727.808
14565307.829,5153.655,4976.640
14570476.262,5775.486,5608.448
14576264.745,5081.074,4909.056
14581364.387,5482.297,5334.016
14586858.714,5778.907,5641.216
14592652.178,5160.193,4969.472
14597824.391,5195.077,4874.240
14603033.670,5831.840,4893.696
14609327.143,5104.139,4946.944
14614444.692,6052.411,5876.736
14620526.957,5104.900,4889.600
14625643.658,5085.421,4879.360
14630740.801,6256.776,6116.352
14637020.418,4938.449,4713.472
14641970.836,5124.018,4920.320
14647107.694,5188.666,4969.472
14652313.129,6109.463,5915.648
14658435.743,5146.038,5057.536
14663604.143,5131.792,4931.584
